PLAYER,TEAM,AGE,GP,W,L,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST Ratio,OREB%,DREB%,REB%,TO Ratio,eFG%,TS%,USG%,PACE,PIE,YEAR
Dwayne Jones,CLE,24,4,3,1,4.6,102.9,94.4,8.4,0.0,0.00,0.0,5.6,26.3,16.2,33.3,0.0,41.2,13.6,93.19,-1.2,2006
Dwight Howard,ORL,21,82,40,42,36.9,104.2,102.9,1.4,9.2,0.50,9.6,10.5,25.4,18.2,19.3,60.3,61.9,22.5,91.03,16.2,2006
Earl Barron,MIA,25,28,11,17,7.2,93.7,99.7,-6.1,4.5,0.45,4.7,9.6,12.5,11.0,10.3,28.9,35.7,22.7,92.75,2.9,2006
Eddy Curry,NYK,24,81,32,49,35.2,103.6,108.0,-4.4,4.5,0.23,4.1,7.6,14.1,10.9,17.7,57.6,60.3,25.6,91.88,10.3,2006
Emeka Okafor,CHA,24,67,29,38,34.8,101.7,103.8,-2.0,6.0,0.72,7.5,11.1,22.2,16.6,10.4,53.2,55.4,19.1,92.58,14.0,2006
Erick Dampier,DAL,31,76,64,12,25.2,111.3,98.5,12.8,3.4,0.41,7.7,12.7,19.4,16.1,18.7,62.6,64.2,12.8,90.80,9.3,2006
Esteban Batista,ATL,23,13,4,9,6.2,79.6,95.7,-16.0,10.5,1.00,14.8,8.3,29.1,18.4,14.8,50.0,52.4,12.3,95.45,13.4,2006
Etan Thomas,WAS,29,65,29,36,19.2,108.4,109.7,-1.3,3.6,0.41,6.7,11.1,20.9,15.9,16.3,57.4,58.5,14.5,94.14,8.8,2006
Fabricio Oberto,SAS,32,79,57,22,17.3,107.0,99.3,7.7,7.5,0.99,15.5,10.6,18.4,14.6,15.7,56.2,57.5,12.5,91.81,7.7,2006
Francisco Elson,SAS,31,70,51,19,19.0,103.9,97.5,6.4,6.3,0.64,12.0,6.8,20.0,13.7,18.7,51.1,55.2,14.2,92.17,7.8,2006
Hilton Armstrong,NOK,22,56,28,28,11.3,97.2,97.4,-0.1,2.7,0.29,5.0,9.4,14.4,11.9,17.6,54.4,57.0,13.6,91.16,7.3,2006
Jackie Butler,SAS,22,11,8,3,9.4,90.4,110.2,-19.7,8.8,0.50,9.3,6.3,16.7,11.5,18.5,45.7,52.0,22.0,92.08,6.4,2006
Jake Tsakalidis,HOU,28,36,12,24,10.8,96.7,99.9,-3.1,2.2,0.21,4.2,11.0,16.8,13.8,20.3,40.3,47.1,13.3,91.20,5.3,2006
Jake Voskuhl,CHA,29,73,30,43,14.3,101.6,106.3,-4.7,6.7,0.79,10.9,8.3,18.5,13.2,13.8,47.5,52.3,15.4,95.36,5.9,2006
Jamaal Magloire,POR,29,81,31,50,21.0,99.9,107.9,-7.9,3.0,0.23,4.5,9.6,22.7,16.0,19.4,50.4,52.7,17.5,89.11,7.4,2006
Jamal Sampson,DEN,24,22,15,7,5.7,95.8,100.4,-4.6,5.8,0.50,13.9,12.1,25.2,18.8,27.8,64.3,59.5,10.7,99.84,8.7,2006
James Lang,WAS,23,11,7,4,5.0,110.5,107.4,3.1,5.4,1.00,13.3,9.6,9.2,9.4,13.3,44.4,49.1,10.9,93.59,0.0,2006
Jared Reiner,MIL,25,27,8,19,9.0,101.8,113.8,-12.0,7.6,0.93,17.6,8.7,21.8,15.1,18.9,34.9,34.8,11.1,97.18,2.3,2006
Jarron Collins,UTA,28,82,51,31,11.1,101.7,96.1,5.6,10.2,1.62,19.7,7.8,12.6,10.0,12.2,44.1,49.4,11.6,93.42,4.5,2006
Jason Collins,NJN,28,80,40,40,23.0,103.7,100.8,2.9,3.4,0.63,14.0,5.3,12.9,9.1,22.2,36.4,40.8,7.1,92.17,0.6,2006
Jeff Foster,IND,30,75,32,43,23.2,101.5,103.1,-1.6,4.9,0.81,12.9,14.3,22.2,18.1,15.9,46.9,51.3,9.7,92.95,9.2,2006
Jermaine O'Neal,IND,28,69,32,37,35.6,102.5,102.6,-0.1,12.8,0.82,9.8,6.3,21.4,13.8,11.9,43.6,50.0,28.2,92.66,13.9,2006
Jerome James,NYK,31,41,19,22,6.7,85.0,97.4,-12.4,2.3,0.13,2.7,7.0,16.0,11.3,20.4,41.8,43.7,17.8,93.90,-0.3,2006
Joel Przybilla,POR,27,43,19,24,16.3,100.1,101.8,-1.7,2.7,0.30,8.5,9.1,17.2,13.1,28.2,47.4,46.7,8.8,86.80,2.8,2006
Johan Petro,SEA,21,81,31,50,18.6,100.4,106.9,-6.5,5.0,0.55,7.5,6.4,17.5,11.9,13.7,51.6,53.2,16.6,93.82,6.9,2006
Josh Boone,NJN,22,61,33,28,11.0,101.1,99.4,1.7,2.7,0.30,3.9,9.9,16.2,13.2,12.7,57.9,58.7,16.7,95.08,8.9,2006
Kelvin Cato,NYK,32,18,8,10,5.3,83.8,94.0,-10.2,0.0,0.00,0.0,11.1,17.9,14.5,17.6,31.8,40.3,15.2,99.61,8.7,2006
Kendrick Perkins,BOS,22,72,19,53,21.9,99.6,102.3,-2.7,9.5,0.83,18.1,7.5,17.3,12.4,21.7,49.1,51.8,12.3,92.83,6.1,2006
Kevin Willis,DAL,44,5,3,2,8.5,115.6,106.4,9.2,3.4,0.50,5.9,5.7,17.1,11.4,11.8,38.5,43.2,17.6,87.32,1.2,2006
Kurt Thomas,PHX,34,67,51,16,18.0,112.1,100.5,11.5,2.6,0.69,6.9,7.8,23.9,16.3,10.0,48.6,53.1,12.2,96.07,8.5,2006
Kwame Brown,LAL,25,41,24,17,27.6,110.9,107.0,3.9,9.7,0.99,16.8,8.0,16.0,12.0,17.0,59.1,57.3,14.8,94.30,8.0,2006
LaMarcus Aldridge,POR,21,63,24,39,22.1,105.2,106.0,-0.8,3.0,0.56,4.0,10.9,13.8,12.3,7.2,50.3,53.3,18.8,90.86,8.9,2006
Lorenzen Wright,ATL,31,67,23,44,15.5,98.3,104.6,-6.4,6.0,1.03,14.5,8.4,14.0,11.1,14.1,44.8,43.9,10.4,91.55,2.0,2006
Luke Schenscher,POR,25,11,4,7,10.7,102.2,102.1,0.0,1.4,0.25,3.2,8.4,13.2,10.7,12.9,30.4,36.4,11.6,94.76,-0.9,2006
Marcus Camby,DEN,33,70,39,31,33.8,107.9,105.6,2.3,13.7,1.83,20.2,7.1,26.5,17.1,11.1,47.3,51.9,15.8,99.38,14.2,2006
Mark Blount,MIN,31,82,32,50,31.0,101.6,107.4,-5.8,4.5,0.42,5.8,5.9,14.8,10.5,13.8,51.4,54.6,19.7,92.66,8.3,2006
Mark Madsen,MIN,31,56,24,32,8.5,100.0,100.1,-0.1,3.1,0.48,11.4,8.1,11.3,9.7,23.9,53.5,54.7,7.4,93.60,0.0,2006
Maurice Taylor,SAC,30,12,3,9,8.6,99.0,81.9,17.1,7.8,0.83,11.1,9.7,16.7,13.3,13.3,28.6,35.6,17.3,93.43,4.1,2006
Mehmet Okur,UTA,28,80,49,31,33.3,109.5,108.6,0.9,9.7,1.25,10.3,6.5,16.9,11.7,8.3,52.3,57.1,22.6,93.41,11.8,2006
Melvin Ely,SAS,29,30,7,23,10.3,86.9,100.0,-13.1,11.5,0.64,12.1,4.5,12.5,8.3,18.8,36.3,44.2,18.4,98.58,2.0,2006
Michael Doleac,MIA,30,56,26,30,12.5,98.5,103.4,-4.9,5.3,0.73,8.9,6.8,16.7,11.8,12.2,46.9,51.8,15.0,92.34,7.3,2006
Michael Olowokandi,BOS,32,24,5,19,9.7,87.3,93.8,-6.5,3.8,0.29,7.2,5.7,15.7,10.3,24.6,41.3,42.3,12.1,92.47,1.3,2006
Michael Ruffin,WAS,30,30,12,18,9.0,89.9,105.9,-16.0,3.7,0.50,13.3,12.2,10.3,11.3,26.7,27.8,32.2,6.4,95.73,-0.3,2006
Mikki Moore,NJN,31,79,39,40,26.3,105.1,104.6,0.5,5.9,0.65,9.3,7.5,13.1,10.4,14.2,60.9,63.7,16.0,92.45,8.9,2006
Mile Ilic,NJN,23,5,3,2,1.2,0.0,130.8,-130.8,0.0,0.00,0.0,0.0,20.0,10.0,50.0,0.0,0.0,50.0,102.21,-29.3,2006
Mouhamed Sene,SEA,21,28,5,23,6.1,90.3,105.3,-15.1,0.0,0.00,0.0,8.6,18.0,13.0,14.9,36.7,42.9,18.7,95.74,2.5,2006
Nazr Mohammed,DET,29,51,34,17,15.2,103.9,105.9,-2.0,2.0,0.21,2.9,12.1,18.2,15.2,13.9,53.2,55.4,18.1,90.12,8.4,2006
Nenad Krstic,NJN,23,26,11,15,32.6,103.7,103.4,0.2,10.2,0.88,9.7,6.2,15.6,10.9,11.0,52.6,56.6,22.7,93.69,11.4,2006
Nene,DEN,24,64,33,31,26.8,106.0,102.1,3.9,7.2,0.61,9.1,9.3,17.0,13.3,15.0,57.0,61.1,19.3,98.38,11.2,2006
Nick Collison,SEA,26,82,31,51,29.0,105.4,106.9,-1.5,5.5,0.67,8.8,10.0,19.4,14.7,13.3,50.0,54.6,16.0,92.71,9.1,2006
Othella Harrington,CHA,33,26,8,18,8.5,90.5,95.3,-4.8,5.4,0.40,6.8,6.2,11.3,8.8,17.0,44.6,51.0,16.9,95.65,1.1,2006
P.J. Brown,CHI,37,72,42,30,20.2,103.1,95.3,7.8,4.9,0.56,7.9,9.0,15.3,12.2,14.0,40.7,46.2,17.2,94.00,6.0,2006
Pat Burke,PHX,33,23,19,4,7.1,94.4,104.2,-9.8,5.1,0.71,6.0,6.9,20.0,13.5,8.4,40.0,42.4,20.6,98.28,6.9,2006
Patrick O'Bryant,GSW,21,16,4,12,7.4,109.6,100.0,9.6,10.6,1.13,15.8,6.5,11.9,9.3,14.0,31.3,39.3,17.3,101.86,1.3,2006
Pau Gasol,MEM,26,59,17,42,36.1,107.1,112.6,-5.5,16.6,1.24,14.4,7.6,21.1,14.5,11.6,54.0,59.3,24.7,96.69,15.4,2006
Paul Davis,LAC,22,31,14,17,5.8,92.2,93.3,-1.1,8.0,0.88,9.9,10.4,13.0,11.6,11.3,42.3,45.2,15.4,97.42,6.1,2006
Primoz Brezec,CHA,27,58,22,36,14.5,100.8,106.7,-5.9,4.4,0.61,6.3,9.4,14.0,11.6,10.4,44.7,47.4,18.3,93.95,3.7,2006
Rafael Araujo,UTA,26,28,17,11,8.8,104.2,93.9,10.3,6.7,0.59,9.4,9.1,20.5,14.4,16.0,41.5,46.3,16.4,95.81,6.0,2006
Randolph Morris,NYK,21,5,1,4,8.7,96.5,113.3,-16.8,3.7,0.50,8.3,2.1,19.0,10.0,16.7,16.7,23.1,10.9,92.37,0.8,2006
Rasheed Wallace,DET,32,75,48,27,32.3,107.9,103.4,4.5,8.9,1.35,11.3,4.0,20.1,12.1,8.4,48.5,51.3,19.8,88.32,10.9,2006
Rasho Nesterovic,TOR,31,80,46,34,21.0,104.0,100.3,3.7,6.8,1.32,12.9,7.6,15.2,11.5,9.8,54.6,55.8,13.9,92.40,8.7,2006
Robert Horry,SAS,36,68,45,23,16.5,103.4,94.8,8.6,10.6,1.75,19.2,6.9,13.9,10.5,11.0,45.8,48.0,13.5,91.98,7.8,2006
Ryan Hollins,CHA,22,27,8,19,6.9,90.7,113.1,-22.4,1.0,0.06,1.4,5.9,12.5,8.9,22.5,55.6,59.7,16.7,98.06,1.7,2006
Samuel Dalembert,PHI,27,82,35,47,30.9,104.0,104.4,-0.3,4.1,0.40,6.5,10.4,20.8,15.6,16.4,54.1,58.1,16.6,91.29,10.6,2006
Scot Pollard,CLE,32,24,11,13,4.5,96.1,97.1,-1.0,5.3,0.75,8.6,14.6,16.2,15.3,11.4,42.3,43.2,13.3,91.80,2.6,2006
Sean Marks,PHX,31,3,2,1,5.7,79.5,107.5,-28.0,0.0,0.00,0.0,0.0,21.4,9.4,0.0,33.3,43.6,16.3,110.23,2.5,2006
Sean May,CHA,23,35,13,22,23.9,104.5,104.4,0.2,13.9,1.18,13.2,9.1,19.2,14.3,11.2,50.3,55.1,22.9,94.51,13.5,2006
Shaquille O'Neal,MIA,35,40,25,15,28.4,104.5,102.1,2.4,13.8,0.83,10.1,9.4,18.8,14.2,12.1,59.1,56.7,29.9,88.48,13.2,2006
Shareef Abdur-Rahim,SAC,30,80,31,49,25.2,103.3,107.8,-4.4,9.2,0.94,11.1,6.2,14.8,10.4,11.8,47.6,52.4,19.4,95.78,8.0,2006
Stromile Swift,MEM,27,54,15,39,19.1,99.6,108.9,-9.3,2.9,0.25,3.4,8.6,17.0,12.8,14.0,46.5,51.7,20.4,96.77,7.7,2006
Theo Ratliff,BOS,34,2,1,1,21.8,95.7,121.3,-25.7,0.0,0.00,0.0,4.7,11.6,8.1,16.7,33.3,52.5,5.9,99.44,2.2,2006
Tim Duncan,SAS,31,80,58,22,34.1,111.1,96.5,14.6,18.2,1.22,14.5,9.0,23.9,16.8,11.9,54.7,57.9,27.9,90.23,18.9,2006
Troy Murphy,IND,27,42,14,28,28.2,101.0,106.8,-5.8,9.6,1.35,12.0,5.3,17.3,11.1,8.9,50.6,53.6,18.3,94.44,9.7,2006
Tyson Chandler,NOK,24,73,34,39,34.6,104.9,105.4,-0.5,4.0,0.52,8.8,12.6,24.4,18.3,16.8,62.4,62.0,12.1,91.65,11.9,2006
Vitaly Potapenko,SAC,32,3,1,2,4.3,79.3,93.3,-14.0,0.0,0.00,0.0,0.0,11.8,5.9,33.3,0.0,0.0,17.6,109.91,-22.6,2006
Yao Ming,HOU,26,48,32,16,33.8,106.2,97.4,8.9,11.5,0.56,7.5,6.7,21.4,14.3,13.3,51.6,60.1,32.4,93.92,18.5,2006
Zaza Pachulia,ATL,23,72,26,46,28.1,101.2,103.6,-2.4,9.2,0.65,10.1,10.4,16.3,13.3,15.4,47.4,56.2,21.4,90.94,10.8,2006
Zydrunas Ilgauskas,CLE,32,78,48,30,27.3,103.6,97.9,5.7,9.9,0.87,10.8,11.5,18.2,14.7,12.4,48.5,52.7,21.5,90.34,12.1,2006
Aaron Williams,NOK,34,48,21,27,16.5,101.4,104.0,-2.6,3.6,0.57,6.8,8.5,16.0,12.2,12.0,51.7,55.1,13.5,91.51,6.3,2005
Adonal Foyle,GSW,31,77,32,45,23.7,100.3,100.1,0.2,2.8,0.41,7.5,7.6,14.8,11.2,18.2,50.7,52.4,10.0,94.53,6.4,2005
Alan Henderson,CLE,33,51,31,20,10.4,99.2,102.8,-3.6,3.2,0.45,6.9,11.3,14.8,13.0,15.2,51.6,56.4,11.4,93.61,7.8,2005
Alonzo Mourning,MIA,36,65,43,22,20.0,106.5,97.0,9.5,1.4,0.14,2.2,10.1,17.0,13.7,15.6,59.7,61.5,17.1,94.03,11.4,2005
Amar'e Stoudemire,PHX,23,3,2,1,16.8,100.0,100.9,-0.9,6.3,2.00,5.9,10.7,19.2,14.8,2.9,33.3,42.0,27.4,99.43,11.4,2005
Andrew Bynum,LAL,18,46,29,17,7.4,95.6,100.7,-5.1,4.4,0.53,7.6,9.6,13.8,11.6,14.3,40.2,39.4,14.6,94.56,2.0,2005
Andris Biedrins,GSW,20,68,30,38,14.7,105.1,102.7,2.4,3.8,0.71,8.8,12.1,16.6,14.3,12.4,63.8,59.5,11.0,95.39,6.8,2005
Antonio Davis,TOR,37,44,16,28,21.4,100.1,110.2,-10.1,3.5,0.41,7.0,9.9,14.3,12.0,17.1,43.2,47.9,13.3,91.49,4.1,2005
Ben Wallace,DET,31,82,64,18,35.2,109.6,98.0,11.6,8.1,1.80,18.7,10.9,22.5,16.7,10.4,51.0,50.1,11.3,88.14,12.2,2005
Boniface Ndong,LAC,28,23,14,9,6.6,94.6,109.1,-14.4,8.0,1.17,10.0,9.6,16.9,12.9,8.6,41.5,43.9,17.9,94.23,5.9,2005
Brad Miller,SAC,30,79,42,37,37.0,107.4,103.5,3.9,20.5,2.08,23.7,4.4,17.2,11.0,11.4,51.4,57.6,18.6,94.02,12.6,2005
Brendan Haywood,WAS,26,79,41,38,23.8,106.1,103.3,2.7,3.8,0.47,6.8,10.4,14.7,12.5,14.3,51.4,54.2,14.8,93.32,7.4,2005
Brian Grant,PHX,34,21,10,11,11.8,106.5,108.8,-2.4,3.9,1.00,8.5,4.4,17.9,11.2,8.5,41.5,44.5,13.4,96.11,3.8,2005
Brian Skinner,POR,30,65,21,44,14.5,92.6,104.8,-12.2,5.6,0.67,11.5,8.4,16.1,12.3,17.2,51.3,51.7,11.2,92.75,6.9,2005
Calvin Booth,WAS,30,33,14,19,7.6,105.3,107.8,-2.6,7.5,1.50,16.9,7.8,14.3,10.9,11.3,43.6,45.1,10.3,94.07,4.1,2005
Carlos Boozer,UTA,24,33,17,16,31.1,108.2,110.9,-2.7,15.4,1.28,14.2,7.6,22.7,15.1,11.2,54.9,58.5,23.1,92.58,15.1,2005
Chris Andersen,NOK,27,32,12,20,17.8,99.2,97.9,1.3,1.8,0.23,3.4,10.7,18.6,14.4,14.7,57.1,56.2,13.7,90.68,7.9,2005
Chris Kaman,LAC,24,78,45,33,32.8,104.9,101.1,3.9,5.0,0.45,7.4,8.0,21.5,15.2,16.4,52.3,57.0,18.0,92.21,11.1,2005
Chris Mihm,LAL,26,59,32,27,26.1,107.8,105.5,2.3,6.3,0.73,8.8,9.3,15.7,12.6,11.9,50.1,55.2,18.4,93.33,8.8,2005
Chris Wilcox,SEA,23,77,45,32,19.9,106.3,104.7,1.5,5.4,0.72,8.1,8.3,19.3,13.9,11.2,57.1,60.5,17.2,94.91,11.3,2005
Clifford Robinson,NJN,39,80,49,31,23.3,99.5,98.9,0.6,8.5,1.44,12.7,3.0,11.7,7.4,8.8,48.5,50.2,15.0,93.77,6.4,2005
DJ Mbenga,DAL,25,43,33,10,5.5,98.5,98.7,-0.2,1.4,0.13,2.3,9.0,16.4,12.8,18.2,53.3,53.8,16.2,94.84,5.8,2005
Dale Davis,DET,37,28,20,8,6.3,99.1,106.6,-7.5,5.4,1.50,14.3,11.4,19.6,15.2,9.5,37.5,42.5,8.9,93.98,5.2,2005
Dan Gadzuric,MIL,28,74,38,36,12.0,102.8,104.1,-1.3,4.8,0.69,5.9,10.1,17.8,13.7,8.6,55.3,55.0,19.2,94.16,8.9,2005
Darko Milicic,ORL,21,55,40,15,13.9,98.8,102.4,-3.6,9.6,0.80,11.7,6.2,14.1,10.3,14.6,50.9,52.0,18.5,91.57,9.6,2005
David Harrison,IND,23,67,34,33,15.4,94.8,95.7,-1.0,2.6,0.18,3.0,8.2,16.5,12.4,17.0,50.3,51.9,19.8,93.50,5.6,2005
DeSagana Diop,DAL,24,81,60,21,18.6,109.5,99.5,10.0,2.2,0.64,9.3,10.7,16.1,13.5,14.6,49.0,51.2,6.9,89.84,5.1,2005
Dikembe Mutombo,HOU,40,64,27,37,14.9,97.1,101.4,-4.3,0.7,0.11,2.3,11.5,22.3,17.1,20.0,52.6,62.6,8.7,86.66,9.7,2005
Dwayne Jones,BOS,23,14,7,7,6.2,91.9,81.8,10.1,3.4,0.67,9.5,13.2,23.6,18.8,14.3,40.0,44.5,9.6,95.15,7.8,2005
Dwight Howard,ORL,20,82,36,46,36.8,106.6,106.1,0.5,7.0,0.58,8.4,10.8,26.0,18.6,14.6,53.1,56.5,21.1,89.42,13.8,2005
Earl Barron,MIA,24,8,4,4,5.6,73.1,111.0,-37.9,0.0,0.00,0.0,4.3,18.6,11.1,21.7,31.3,36.6,22.3,98.41,-4.4,2005
Eddie Griffin,MIN,24,70,30,40,19.4,97.3,103.1,-5.8,4.9,0.93,8.2,8.2,20.4,14.5,8.8,37.3,39.7,15.4,89.41,8.8,2005
Eddy Curry,NYK,23,72,20,52,25.9,100.7,111.6,-11.0,2.0,0.11,1.9,8.5,16.5,12.5,17.7,56.3,60.4,24.2,91.30,9.9,2005
Emeka Okafor,CHA,23,26,8,18,33.6,99.4,103.2,-3.9,6.0,0.58,6.8,10.4,20.1,15.1,11.6,41.5,46.4,21.6,93.73,10.2,2005
Erick Dampier,DAL,30,82,60,22,23.6,108.2,101.0,7.2,4.1,0.44,8.3,15.2,20.3,17.7,18.8,49.3,53.1,13.2,89.37,8.2,2005
Ervin Johnson,MIL,38,18,9,9,4.5,96.2,119.9,-23.7,4.5,0.40,8.0,6.8,21.6,14.8,20.0,41.2,41.9,12.8,93.19,0.7,2005
Esteban Batista,ATL,22,57,14,43,8.7,103.2,102.9,0.3,2.1,0.18,4.7,11.8,18.6,15.0,25.5,42.5,48.9,12.1,96.46,1.8,2005
Etan Thomas,WAS,28,71,35,36,15.8,103.7,102.9,0.8,2.0,0.27,3.8,8.9,17.2,12.9,13.8,53.3,56.0,14.0,94.72,7.9,2005
Francisco Elson,DEN,30,72,39,33,21.9,103.9,101.3,2.6,4.4,0.72,11.0,6.9,15.6,11.4,15.2,53.3,55.6,11.1,94.22,6.3,2005
Greg Ostertag,UTA,33,60,30,30,13.5,94.5,103.7,-9.2,12.2,1.26,23.0,10.8,18.8,14.8,18.3,49.2,50.3,11.1,88.95,7.5,2005
Ha Ha,POR,20,27,4,23,7.8,98.8,110.2,-11.5,0.8,0.07,1.9,6.6,18.0,12.1,26.9,58.1,57.2,11.3,91.93,2.6,2005
Ike Diogu,GSW,22,69,26,43,14.9,100.7,104.0,-3.3,5.1,0.37,5.7,8.9,13.6,11.2,15.2,52.4,59.6,20.4,95.24,9.2,2005
Jackie Butler,NYK,21,55,16,39,13.4,108.5,100.4,8.1,5.6,0.40,7.5,10.9,16.5,13.9,18.6,54.4,58.7,18.8,93.42,8.8,2005
Jackson Vroman,NOK,25,41,22,19,9.9,98.8,95.6,3.2,4.2,0.52,9.2,8.5,14.4,11.4,17.6,39.4,42.8,12.1,91.94,0.9,2005
Jake Tsakalidis,MEM,27,51,30,21,14.4,108.1,99.0,9.2,3.0,0.33,5.1,12.5,19.2,16.0,15.3,60.6,63.2,15.9,87.89,10.4,2005
Jake Voskuhl,CHA,28,51,16,35,16.0,98.0,98.4,-0.4,8.0,1.18,10.8,7.1,16.4,11.3,9.2,43.9,47.0,17.1,96.97,5.8,2005
Jamaal Magloire,MIL,28,82,40,42,30.1,103.2,105.1,-1.8,3.6,0.34,5.7,9.6,24.4,17.0,16.8,46.7,49.4,17.4,91.42,7.8,2005
Jarron Collins,UTA,27,79,39,40,21.9,100.1,100.0,0.1,9.6,1.59,18.0,8.1,12.8,10.4,11.3,46.1,55.1,11.8,88.73,6.8,2005
Jason Collins,NJN,27,71,44,27,26.7,102.2,97.4,4.8,5.6,1.15,16.1,5.1,13.8,9.5,14.1,40.3,42.5,9.0,91.41,3.0,2005
Jeff Foster,IND,29,63,30,33,25.1,102.9,100.2,2.7,5.0,0.78,11.5,14.6,22.7,18.6,14.7,55.2,58.1,11.0,91.42,10.7,2005
Jermaine O'Neal,IND,27,51,26,25,35.3,103.8,100.5,3.3,14.8,0.88,10.6,6.1,20.4,13.6,12.1,47.4,53.0,28.9,90.84,15.2,2005
Jerome James,NYK,30,45,11,34,9.0,90.9,107.5,-16.7,5.8,0.24,6.0,9.7,14.2,11.8,25.4,46.3,49.4,20.5,93.65,0.0,2005
Joel Przybilla,POR,26,56,16,40,24.9,100.4,109.7,-9.3,4.9,0.57,10.0,11.1,18.8,14.9,17.7,54.8,56.1,13.1,87.20,9.0,2005
Johan Petro,SEA,20,68,26,42,18.9,105.6,110.7,-5.1,1.8,0.25,3.7,8.9,15.5,12.2,14.6,51.0,53.0,14.0,93.58,4.7,2005
John Edwards,ATL,24,40,11,29,7.4,95.3,109.9,-14.7,2.8,0.42,5.8,6.5,11.1,8.7,14.0,48.4,50.8,12.2,96.00,0.1,2005
John Thomas,NJN,30,2,0,2,18.0,103.3,108.3,-5.1,0.0,0.00,0.0,21.9,11.1,16.9,25.0,16.7,16.7,10.8,80.48,-1.1,2005
Josh Davis,PHX,25,6,2,4,2.8,63.9,100.0,-36.1,12.5,1.00,10.0,12.0,5.6,9.3,10.0,28.6,36.1,19.1,106.53,4.1,2005
Kelvin Cato,DET,31,27,12,15,12.3,92.8,101.0,-8.1,2.2,0.22,3.3,6.2,16.2,11.1,14.6,42.9,49.3,16.4,90.54,5.3,2005
Kendrick Perkins,BOS,21,68,25,43,19.6,101.6,103.3,-1.7,8.1,0.64,13.9,11.5,21.2,16.4,21.5,51.5,54.8,14.5,93.85,8.1,2005
Kurt Thomas,PHX,33,53,36,17,26.6,108.1,98.9,9.2,5.7,1.00,10.4,7.6,21.1,14.7,10.4,48.6,52.7,15.6,96.66,9.1,2005
Kwame Brown,LAL,24,72,39,33,27.5,104.9,102.4,2.5,5.6,0.72,10.9,9.6,15.2,12.5,15.1,52.6,54.5,13.6,91.95,7.3,2005
Loren Woods,TOR,28,27,7,20,12.0,107.7,108.6,-0.9,1.8,0.25,4.7,13.4,21.6,17.3,18.8,47.5,47.6,11.1,93.47,6.6,2005
Lorenzen Wright,MEM,30,78,47,31,21.7,102.0,97.0,4.9,4.9,0.72,8.4,9.1,16.3,12.7,11.7,47.8,49.6,14.9,86.45,7.7,2005
Luke Schenscher,CHI,24,20,11,9,7.4,96.0,94.3,1.8,7.2,1.40,15.9,5.1,14.4,9.5,11.4,61.5,56.7,10.9,96.43,6.3,2005
Marc Jackson,NOK,31,64,28,36,16.0,101.4,107.9,-6.5,7.8,0.68,8.6,8.9,14.3,11.5,12.6,47.3,51.2,20.9,90.69,7.9,2005
Marcus Camby,DEN,32,56,29,27,33.2,103.3,101.8,1.4,9.9,1.25,12.4,7.3,27.6,17.8,9.9,46.6,49.9,18.9,97.21,15.3,2005
Mario Kasun,ORL,26,28,8,20,7.6,102.9,109.1,-6.2,2.4,0.20,3.1,12.1,18.5,15.3,15.3,44.9,50.6,19.3,92.63,1.2,2005
Mark Blount,MIN,30,81,28,53,27.6,102.4,106.2,-3.8,7.6,0.51,8.8,4.9,12.4,8.9,17.3,50.8,54.9,21.1,92.76,7.7,2005
Mark Madsen,MIN,30,62,27,35,10.9,96.1,97.6,-1.5,2.5,0.42,8.9,7.2,13.9,10.4,21.0,40.9,42.7,7.6,90.13,1.5,2005
Martynas Andriuskevicius,CLE,20,6,1,5,1.6,104.5,50.0,54.5,0.0,0.00,0.0,11.1,30.0,21.1,0.0,0.0,0.0,4.0,117.86,15.2,2005
Melvin Ely,CHA,28,57,20,37,23.7,99.5,102.1,-2.5,10.0,0.76,11.1,6.8,14.6,10.5,14.6,50.8,55.0,20.1,94.11,9.4,2005
Michael Doleac,MIA,29,31,19,12,12.0,89.4,104.5,-15.2,3.9,0.57,6.4,6.6,17.4,12.1,11.2,42.0,48.4,14.1,94.48,7.3,2005
Michael Olowokandi,BOS,31,48,20,28,19.1,94.8,100.0,-5.2,4.4,0.42,6.8,6.1,20.1,13.2,16.2,44.6,45.6,16.9,87.55,6.3,2005
Michael Ruffin,WAS,29,76,39,37,13.3,102.6,104.9,-2.2,4.2,0.71,15.3,12.1,16.3,14.1,21.6,44.2,47.9,6.4,95.59,3.2,2005
Mikki Moore,SEA,30,47,18,29,12.4,108.2,107.9,0.3,6.9,0.68,12.3,7.8,15.5,11.6,18.2,43.5,50.9,14.6,94.54,4.4,2005
Nazr Mohammed,SAS,28,80,62,18,17.4,104.1,99.1,5.0,4.7,0.44,7.0,12.7,19.3,16.1,16.0,50.4,56.0,17.5,91.10,9.0,2005
Nenad Krstic,NJN,22,80,48,32,30.9,105.8,99.3,6.5,6.3,0.66,7.2,7.8,14.2,11.0,10.9,50.8,54.1,21.4,91.35,8.9,2005
Nene,DEN,23,1,0,1,2.6,33.3,133.3,-100.0,0.0,0.00,0.0,0.0,0.0,0.0,66.7,0.0,0.0,42.9,112.94,-53.3,2005
Nick Collison,SEA,25,66,27,39,21.9,111.2,110.1,1.1,7.9,0.96,12.5,10.2,16.8,13.4,13.0,52.5,55.6,15.7,93.01,8.0,2005
