PLAYER,TEAM,AGE,GP,W,L,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST Ratio,OREB%,DREB%,REB%,TO Ratio,eFG%,TS%,USG%,PACE,PIE,YEAR
Matt Bullard,CHH,35,31,12,19,11.3,96.3,102.4,-6.0,7.7,1.33,10.9,2.6,10.2,6.3,8.2,40.9,43.6,16.6,92.85,4.7,2001
Matt Harpring,PHI,26,81,43,38,31.4,101.4,97.1,4.3,7.3,0.84,9.1,8.2,14.7,11.4,10.9,47.3,51.2,18.8,90.76,10.0,2001
Metta World Peace,IND,22,55,24,31,29.8,99.1,98.8,0.2,14.2,1.08,13.1,4.4,12.3,8.3,12.1,46.5,50.1,23.0,93.39,9.7,2001
Michael Bradley,TOR,23,26,16,10,4.5,88.4,107.9,-19.5,4.2,0.50,7.9,6.1,14.7,10.4,15.8,52.0,52.6,12.6,98.12,6.5,2001
Michael Curry,DET,33,82,50,32,23.2,99.3,100.2,-0.9,10.4,2.12,25.1,0.8,8.5,4.7,11.9,46.6,52.1,9.3,91.71,3.9,2001
Michael Finley,DAL,29,69,45,24,39.9,110.9,106.9,4.0,13.8,1.97,13.7,3.3,9.9,6.6,7.0,49.4,53.2,23.6,94.21,10.9,2001
Michael Ruffin,PHI,25,15,5,10,11.2,85.6,97.0,-11.4,4.8,0.45,10.9,12.8,16.2,14.4,23.9,26.9,27.1,10.5,94.16,2.3,2001
Mike Miller,ORL,22,63,33,30,33.8,107.4,103.6,3.8,14.9,1.83,16.7,2.3,10.4,6.4,9.1,51.0,54.2,20.7,95.10,9.5,2001
Monty Williams,ORL,30,68,36,32,18.9,98.6,102.4,-3.7,12.6,1.12,15.9,6.3,12.2,9.2,14.3,54.7,57.5,17.3,95.89,9.9,2001
Morris Peterson,TOR,24,63,30,33,31.6,101.5,101.4,0.0,13.1,1.78,14.2,4.4,6.9,5.6,8.0,49.2,52.4,20.7,91.44,9.2,2001
Obinna Ekezie,LAC,26,29,13,16,5.1,99.0,94.9,4.1,3.2,0.30,4.1,7.6,13.9,10.8,13.7,33.3,47.7,20.1,95.50,6.1,2001
Oscar Torres,HOU,25,65,20,45,16.6,97.4,105.9,-8.4,6.5,0.82,8.4,4.1,7.3,5.6,10.3,45.0,50.2,18.2,90.61,6.3,2001
Othella Harrington,NYK,28,77,28,49,20.3,101.5,98.2,3.3,4.2,0.39,5.6,8.6,14.3,11.6,14.5,52.7,56.7,18.5,89.75,8.1,2001
P.J. Brown,CHH,32,80,43,37,32.0,104.2,101.3,2.8,6.4,1.26,13.3,10.7,20.3,15.5,10.6,47.4,54.5,12.1,91.25,11.1,2001
Pat Garrity,ORL,25,80,44,36,30.0,108.1,103.8,4.3,6.3,1.46,10.3,3.3,11.1,7.2,7.0,53.7,55.3,16.1,94.98,7.1,2001
Pau Gasol,MEM,21,82,23,59,36.6,97.8,103.1,-5.3,13.3,1.00,13.0,8.0,16.4,12.2,13.0,51.8,56.6,22.3,93.42,13.4,2001
Paul Pierce,BOS,24,82,49,33,40.2,103.8,99.2,4.6,15.3,1.08,11.0,2.4,14.7,8.5,10.1,50.8,57.0,28.9,93.79,15.3,2001
Peja Stojakovic,SAC,25,71,52,19,37.3,108.6,100.9,7.6,10.6,1.25,11.0,2.7,10.7,6.9,8.8,54.1,59.2,23.2,97.56,12.5,2001
Popeye Jones,WAS,32,79,37,42,24.3,105.8,103.9,1.8,10.3,1.44,16.2,12.0,18.9,15.3,11.3,44.1,49.0,15.4,89.93,9.8,2001
Primoz Brezec,IND,22,22,10,12,7.3,96.5,98.8,-2.3,6.5,1.00,11.3,9.0,7.3,8.2,11.3,48.3,53.8,12.6,94.59,2.9,2001
Quincy Lewis,UTA,25,36,16,20,13.5,100.8,102.4,-1.6,12.0,1.13,16.4,2.3,6.8,4.7,14.5,45.8,47.4,16.7,94.04,2.5,2001
Raef LaFrentz,DAL,26,78,35,43,31.5,104.5,105.5,-1.0,5.9,0.95,7.6,6.9,16.5,11.6,8.0,51.4,53.3,19.7,92.80,10.1,2001
Rashard Lewis,SEA,22,71,40,31,36.4,108.9,102.9,6.1,7.6,1.27,9.6,5.7,14.0,9.9,7.6,53.1,56.4,20.4,91.53,12.1,2001
Rasheed Wallace,POR,27,79,49,30,37.5,107.2,100.6,6.6,9.0,1.16,9.0,4.8,17.9,11.3,7.8,51.3,54.0,23.4,91.06,13.0,2001
Reggie Slater,ATL,31,8,2,6,5.9,103.3,105.3,-2.0,3.8,1.00,4.8,8.6,10.8,9.5,4.8,46.7,54.1,17.2,93.52,8.5,2001
Richard Hamilton,WAS,24,63,27,36,34.9,103.3,103.9,-0.7,14.3,1.30,11.2,3.4,6.7,5.1,8.6,44.3,51.1,28.1,91.32,10.4,2001
Richard Jefferson,NJN,22,79,51,28,24.3,98.4,95.1,3.3,12.5,1.31,14.7,4.3,10.7,7.5,11.2,46.8,52.4,18.9,93.53,9.2,2001
Rick Fox,LAL,32,82,58,24,27.9,108.6,102.5,6.2,17.4,2.14,26.8,3.9,12.7,8.4,12.5,47.5,50.2,15.0,94.54,7.7,2001
Ricky Davis,CLE,22,82,29,53,23.9,101.1,105.2,-4.1,16.8,1.20,14.6,3.4,9.5,6.5,12.2,48.8,53.9,23.7,93.27,10.7,2001
Robert Horry,LAL,31,81,58,23,26.5,106.9,98.5,8.5,15.8,2.64,27.4,5.9,15.5,10.8,10.4,48.0,52.8,12.7,94.40,10.8,2001
Robert Traylor,CHH,25,61,30,31,11.1,95.9,99.4,-3.5,9.3,0.82,11.4,10.0,17.0,13.6,13.8,42.9,47.3,18.8,94.29,7.1,2001
Rodney Buford,MEM,24,63,21,42,28.1,97.0,106.6,-9.7,6.8,1.13,9.3,3.0,12.3,7.7,8.3,44.9,47.0,17.5,93.62,7.3,2001
Rodney Rogers,BOS,31,77,42,35,24.4,104.5,99.8,4.7,10.1,1.03,10.7,6.6,11.6,9.0,10.4,52.9,55.8,21.4,95.47,10.3,2001
Rodney White,DET,22,16,9,7,8.0,102.3,95.0,7.3,13.8,0.86,12.9,1.8,12.4,7.5,15.1,36.7,42.3,28.2,98.26,7.7,2001
Ron Mercer,IND,26,53,14,39,32.4,92.0,102.6,-10.6,15.4,1.45,12.2,2.8,7.8,5.2,8.4,40.8,43.9,24.2,92.52,7.1,2001
Ruben Patterson,POR,26,75,46,29,23.5,104.1,101.0,3.1,10.9,0.94,11.2,8.9,8.5,8.7,11.9,52.3,56.7,21.6,90.85,11.1,2001
Ryan Bowen,DEN,26,75,26,49,22.5,102.5,100.6,1.8,4.6,1.27,11.8,7.7,10.0,8.8,9.3,48.0,52.4,10.1,92.81,6.6,2001
Sam Mitchell,MIN,38,74,47,27,9.8,103.1,100.6,2.5,9.6,1.73,14.1,2.5,9.0,5.7,8.2,45.4,49.1,16.5,95.65,5.5,2001
Samaki Walker,LAL,26,69,48,21,24.0,103.6,101.7,1.9,5.7,1.21,11.9,7.8,20.3,14.2,9.9,51.2,54.5,12.9,93.01,10.4,2001
Scot Pollard,SAC,27,80,59,21,23.5,106.0,97.9,8.1,3.9,0.78,9.7,9.6,19.1,14.3,12.4,55.0,59.0,11.3,96.12,10.2,2001
Scott Padgett,UTA,26,75,40,35,17.2,103.0,99.8,3.2,10.9,1.19,13.9,9.1,13.9,11.5,11.7,53.8,56.8,17.3,93.20,10.9,2001
Scott Williams,DEN,34,41,11,30,17.9,95.3,105.7,-10.4,2.9,0.37,4.6,10.2,17.5,13.7,12.4,39.6,43.0,16.4,91.59,5.9,2001
Scottie Pippen,POR,36,62,39,23,32.2,105.3,102.5,2.8,28.3,2.12,30.3,3.9,13.1,8.3,14.3,45.6,49.7,18.6,92.39,10.2,2001
Sean Marks,MIA,26,21,7,14,15.2,87.9,95.5,-7.6,4.6,0.42,6.1,6.1,17.7,12.0,14.5,43.2,46.6,18.0,90.85,7.4,2001
Shandon Anderson,NYK,28,82,30,52,19.5,95.0,98.9,-3.9,8.3,0.78,12.8,3.8,12.0,8.0,16.3,45.2,48.9,15.0,90.89,6.4,2001
Shane Battier,MEM,23,78,23,55,39.7,97.6,102.6,-5.0,11.6,1.39,14.8,5.8,7.8,6.8,10.6,48.2,51.8,17.9,92.94,8.3,2001
Shareef Abdur-Rahim,ATL,25,77,32,45,38.7,99.4,103.8,-4.4,15.2,0.96,11.8,6.6,17.1,11.8,12.4,46.9,53.6,26.7,93.46,13.9,2001
Shawn Kemp,POR,32,75,44,31,16.5,101.5,101.7,-0.2,7.1,0.64,8.7,7.4,17.7,12.3,13.5,43.0,48.9,20.0,92.35,7.2,2001
Shawn Marion,PHX,24,81,36,45,38.4,102.1,101.7,0.4,9.1,1.13,9.1,6.7,19.0,12.8,8.0,48.6,51.8,23.2,93.39,14.3,2001
Slava Medvedenko,LAL,23,71,50,21,10.2,103.3,96.4,6.9,9.9,1.02,10.4,11.1,9.7,10.4,10.1,47.7,50.0,22.3,95.59,8.3,2001
Stacey Augmon,CHH,33,77,42,35,17.1,101.1,96.8,4.3,12.8,1.91,19.3,4.6,12.2,8.5,10.1,42.9,48.1,14.6,91.79,8.9,2001
Stephen Jackson,SAS,24,23,14,9,9.8,90.4,95.1,-4.8,9.8,0.48,8.3,1.3,9.5,5.6,17.3,42.3,45.2,23.5,96.57,4.6,2001
Steve Goodrich,NJN,26,9,7,2,5.5,85.6,96.8,-11.3,16.7,1.67,26.3,1.8,7.8,4.6,15.8,20.0,23.0,12.6,93.21,-3.9,2001
Steven Hunter,ORL,20,53,27,26,9.7,94.6,103.6,-9.0,1.6,0.31,2.4,7.1,10.2,8.6,7.5,45.6,50.2,17.1,98.23,4.8,2001
Steven Smith,SAS,33,77,53,24,28.7,105.4,98.8,6.6,11.3,1.40,15.0,2.2,6.7,4.5,10.7,54.0,58.8,17.8,91.96,8.8,2001
Stromile Swift,MEM,22,68,19,49,26.5,94.8,103.7,-8.8,5.2,0.41,5.4,9.0,14.3,11.7,13.2,48.0,53.9,21.6,93.41,10.8,2001
Tang Hamilton,MIA,24,9,1,8,10.9,89.1,91.3,-2.1,8.8,2.50,19.2,6.0,12.5,9.2,7.7,52.6,51.4,10.0,89.93,10.2,2001
Tariq Abdul-Wahad,DAL,27,24,12,12,18.4,99.6,105.3,-5.6,9.0,0.89,11.3,8.4,10.4,9.3,12.7,37.8,41.8,18.7,92.60,4.4,2001
Terence Morris,HOU,23,68,23,45,16.4,97.5,107.7,-10.2,9.6,1.42,15.6,6.7,12.3,9.4,10.9,41.0,42.3,14.0,91.43,6.2,2001
Theo Ratliff,ATL,29,3,0,3,27.4,82.9,98.8,-15.8,2.4,0.14,3.0,6.2,12.5,9.5,21.2,50.0,52.3,17.8,94.95,7.3,2001
Tim Duncan,SAS,26,82,58,24,40.6,105.9,96.7,9.2,18.2,1.17,12.9,8.7,22.7,16.0,11.0,50.8,57.6,28.9,91.25,20.7,2001
Tim Thomas,MIL,25,74,38,36,26.9,104.2,102.9,1.3,9.1,0.83,9.9,3.4,11.6,7.6,12.0,48.3,52.2,21.9,92.02,8.3,2001
Tom Gugliotta,PHX,32,44,22,22,25.8,98.3,99.8,-1.5,10.0,1.26,16.9,5.2,14.2,9.7,13.4,42.7,44.9,14.7,94.30,6.7,2001
Toni Kukoc,ATL,33,59,26,33,25.3,102.2,104.1,-1.9,23.4,1.85,23.5,2.9,12.1,7.5,12.7,47.1,51.1,20.2,93.48,10.4,2001
Tony Battie,BOS,26,74,42,32,24.6,100.5,96.3,4.2,3.1,0.69,6.5,9.9,16.0,12.9,9.5,54.1,57.0,12.5,94.06,9.3,2001
Tony Massenburg,MEM,34,73,18,55,17.1,93.8,107.1,-13.3,3.6,0.40,5.3,8.3,19.1,13.6,13.2,45.7,50.3,16.9,92.54,7.1,2001
Tracy Murray,TOR,30,40,18,22,11.8,97.9,105.7,-7.8,7.4,0.76,7.3,3.6,8.1,5.7,9.6,50.7,52.5,22.5,92.08,7.5,2001
Tremaine Fowlkes,LAC,26,22,11,11,15.5,100.5,107.6,-7.1,7.6,1.31,15.6,8.9,10.4,9.6,11.9,39.1,47.7,11.9,90.33,4.7,2001
Troy Murphy,GSW,22,82,21,61,17.7,98.9,106.1,-7.3,8.0,0.83,10.9,6.5,15.8,11.0,13.1,42.4,48.8,16.8,95.74,6.3,2001
Tyrone Hill,CLE,34,26,11,15,31.1,105.2,107.9,-2.7,4.3,0.48,7.7,9.9,25.4,17.5,16.0,39.0,46.0,15.2,92.00,7.1,2001
Tyrone Nesby,WAS,26,70,30,40,21.4,99.7,100.3,-0.6,9.9,1.86,15.1,6.9,15.0,10.9,8.2,45.0,48.0,15.2,91.56,8.7,2001
Tyson Chandler,CHI,19,71,19,52,19.6,97.3,104.4,-7.1,6.3,0.55,9.7,8.6,16.5,12.6,17.8,49.7,54.3,16.2,94.53,7.2,2001
Victor Alexander,DET,32,14,7,7,6.8,99.5,96.9,2.6,10.5,1.20,9.1,7.1,21.6,14.4,7.6,35.3,36.7,26.9,97.55,7.4,2001
Vin Baker,SEA,30,55,26,29,31.1,104.9,105.9,-1.0,7.1,0.57,7.6,10.1,11.2,10.6,13.4,48.6,51.7,23.2,90.69,7.4,2001
Vince Carter,TOR,25,60,30,30,39.8,102.5,101.1,1.5,19.0,1.55,13.2,5.6,7.4,6.5,8.5,47.4,51.5,29.5,91.15,12.5,2001
Vitaly Potapenko,BOS,27,79,47,32,17.0,97.6,99.1,-1.5,3.8,0.48,6.7,11.8,13.2,12.5,14.0,45.5,51.3,13.9,95.12,6.5,2001
Vladimir Radmanovic,SEA,21,61,31,30,20.2,104.1,100.8,3.3,10.0,1.13,15.0,3.8,15.4,9.6,13.3,50.6,52.8,17.0,92.41,8.4,2001
Wally Szczerbiak,MIN,25,82,50,32,38.1,108.1,103.6,4.5,13.3,1.42,14.6,4.0,8.6,6.3,10.3,54.4,58.0,21.4,92.23,11.2,2001
Walt Williams,HOU,32,48,16,32,23.3,103.6,106.4,-2.8,10.7,1.30,12.9,3.3,11.4,7.3,9.9,51.8,53.8,19.0,90.99,7.7,2001
Walter McCarty,BOS,28,56,33,23,12.8,99.2,100.3,-1.0,9.7,1.86,16.3,4.4,13.2,8.8,8.7,55.3,56.3,13.0,97.43,7.6,2001
Wesley Person,CLE,31,78,29,49,35.8,105.9,106.8,-0.9,10.3,2.34,14.1,1.9,8.9,5.4,6.0,57.0,58.9,17.0,92.17,10.7,2001
Zach Randolph,POR,20,41,22,19,5.8,98.7,100.8,-2.1,10.3,0.87,8.9,13.0,17.0,15.0,10.3,44.9,47.9,24.2,97.03,9.7,2001
Zendon Hamilton,DEN,27,54,17,37,15.7,96.7,110.2,-13.4,2.9,0.23,3.5,12.2,18.8,15.2,15.0,42.0,49.9,19.6,93.28,7.4,2001
A.C. Green,MIA,37,82,50,32,17.2,94.1,90.4,3.8,5.0,0.87,8.6,7.6,15.1,11.3,9.9,44.4,49.2,13.7,90.37,9.3,2000
Aaron Williams,NJN,29,82,26,56,28.5,96.4,104.3,-7.9,6.8,0.67,8.7,8.9,17.6,13.0,13.1,45.7,53.3,17.7,93.30,9.5,2000
Adam Keefe,GSW,31,67,14,53,12.6,93.9,104.0,-10.1,6.6,0.90,13.7,9.5,15.0,12.0,15.2,40.6,45.0,11.4,95.19,5.6,2000
Adrian Griffin,BOS,26,44,16,28,8.5,94.2,96.6,-2.5,12.5,1.50,17.5,6.6,17.9,11.7,11.7,38.7,43.2,14.5,97.63,7.7,2000
Al Harrington,IND,21,78,39,39,24.3,98.8,99.1,-0.3,11.6,0.88,14.5,6.6,13.5,10.2,16.6,44.5,47.9,18.4,92.16,6.9,2000
Alan Henderson,ATL,28,73,20,53,24.8,94.8,102.8,-8.0,5.0,0.40,5.2,9.7,13.1,11.3,13.0,44.4,48.7,22.0,94.79,8.1,2000
Andrew DeClercq,ORL,28,67,37,30,13.4,105.1,97.4,7.7,4.9,0.63,10.3,9.9,15.9,12.9,16.3,55.4,57.0,13.5,95.52,6.0,2000
Andy Panko,ATL,23,1,1,0,0.6,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.01,0.0,2000
Anfernee Hardaway,PHX,29,4,2,2,27.6,94.2,98.6,-4.4,22.4,5.00,25.4,4.1,11.8,7.8,5.1,44.4,47.7,17.1,96.83,11.5,2000
Antawn Jamison,GSW,25,82,17,65,41.4,96.6,104.9,-8.2,9.4,0.82,6.8,7.2,13.4,10.1,8.3,45.9,49.9,27.6,96.24,11.8,2000
Anthony Mason,MIA,34,80,49,31,40.7,98.9,97.4,1.5,14.4,1.39,15.5,5.5,19.7,12.6,11.2,48.2,55.5,19.8,88.75,14.6,2000
Anthony Miller,PHI,29,4,1,3,2.9,72.7,109.5,-36.8,0.0,0.00,0.0,0.0,28.6,9.5,33.3,50.0,50.0,12.0,89.87,3.1,2000
Antoine Walker,BOS,24,81,35,46,41.9,101.5,103.4,-2.0,26.1,1.48,17.0,4.5,17.9,11.0,11.5,47.8,50.5,28.9,93.73,13.8,2000
Antonio Davis,TOR,32,78,46,32,35.0,104.8,99.9,4.9,6.2,0.79,8.1,9.7,19.0,14.2,10.4,43.3,50.8,19.4,92.23,10.9,2000
Antonio Harvey,POR,30,12,6,6,6.0,88.2,103.4,-15.2,10.3,1.33,10.5,6.7,11.5,9.2,7.9,46.4,50.6,20.4,97.82,9.1,2000
Antonio McDyess,DEN,26,70,34,36,36.5,103.9,103.7,0.2,10.6,0.90,8.7,9.3,22.4,16.0,9.7,49.5,53.8,26.7,93.66,15.1,2000
Art Long,SAC,28,9,8,1,2.1,83.3,108.5,-25.2,8.3,0.50,12.5,9.1,21.4,16.0,25.0,0.0,0.0,13.5,121.99,-4.9,2000
Austin Croshere,IND,26,81,40,41,23.1,101.0,100.7,0.2,8.7,0.68,8.9,6.8,14.1,10.5,13.1,44.4,51.2,22.6,92.83,9.4,2000
Ben Wallace,DET,26,80,32,48,34.5,99.5,98.7,0.7,6.7,1.05,15.6,10.3,25.7,18.0,14.8,49.2,47.1,10.4,95.88,12.5,2000
Bill Curley,GSW,29,20,7,13,9.6,91.3,101.0,-9.7,2.8,0.19,4.0,10.6,9.0,9.8,21.3,54.3,56.9,15.5,97.71,2.6,2000
Billy Owens,DET,32,45,15,30,17.7,95.5,97.1,-1.6,10.8,1.41,16.1,9.2,13.9,11.5,11.4,38.9,40.0,14.7,98.72,6.9,2000
Bo Outlaw,ORL,30,80,41,39,31.7,103.9,100.6,3.3,12.8,1.60,27.0,8.2,16.0,12.1,16.9,61.5,62.3,10.5,94.17,11.1,2000
Bonzi Wells,POR,24,75,47,28,26.6,104.1,99.8,4.2,17.9,1.23,17.2,6.7,12.8,9.8,14.0,54.5,57.1,22.9,91.13,12.2,2000
Brian Cardinal,DET,24,15,5,10,8.3,82.0,95.5,-13.6,5.2,0.33,5.9,5.8,11.7,8.6,17.6,32.3,39.8,15.3,104.49,-1.1,2000
Brian Grant,MIA,29,82,50,32,33.8,100.0,96.6,3.4,7.2,0.59,7.0,8.5,19.0,13.8,11.8,47.9,53.6,23.2,88.60,12.8,2000
Brian Skinner,LAC,25,39,16,23,14.9,91.2,99.0,-7.8,5.4,0.56,7.6,9.2,19.3,14.2,13.5,39.8,42.8,16.8,91.74,7.3,2000
Bruce Bowen,MIA,30,82,50,32,32.8,98.7,96.0,2.7,8.2,1.78,15.4,1.8,7.9,4.8,8.6,45.2,47.8,13.0,88.76,4.2,2000
Bryon Russell,UTA,30,78,50,28,31.7,107.8,101.4,6.4,10.5,1.42,14.5,4.2,10.4,7.3,10.2,50.8,56.5,17.5,91.06,9.2,2000
Cal Bowdler,ATL,24,44,15,29,8.5,104.5,99.2,5.3,1.6,0.36,2.7,7.9,12.3,10.1,7.5,46.9,53.2,16.3,97.39,8.3,2000
Calbert Cheaney,DEN,29,9,5,4,16.9,106.0,93.7,12.3,7.6,1.80,20.0,3.1,9.7,6.4,11.1,33.3,34.0,10.4,94.57,2.3,2000
Carlos Rogers,HOU,30,39,21,18,14.0,106.1,103.8,2.4,2.7,0.53,5.7,9.3,16.1,12.9,10.7,68.2,67.4,12.6,91.23,11.8,2000
Cedric Ceballos,MIA,31,40,22,18,13.9,97.7,100.6,-3.0,6.7,0.63,6.6,6.2,13.0,9.6,10.6,48.9,52.6,22.4,93.27,10.0,2000
Cedric Henderson,CLE,26,55,19,36,17.5,95.5,102.1,-6.6,13.4,1.25,18.6,2.1,7.5,4.8,14.9,39.1,41.6,16.1,93.88,3.3,2000
Charles Oakley,TOR,37,78,45,33,35.5,105.0,100.5,4.5,14.4,1.90,21.1,5.0,21.9,13.2,11.1,39.5,43.9,15.9,92.31,9.7,2000
Cherokee Parks,LAC,28,65,23,42,16.2,99.4,104.0,-4.6,7.1,1.12,12.1,6.9,15.9,11.3,10.8,48.9,51.0,14.6,91.77,8.0,2000
Chris Crawford,ATL,26,47,11,36,19.2,95.5,103.2,-7.7,7.0,0.60,9.1,3.1,9.6,6.2,15.3,46.3,51.9,17.6,95.68,4.9,2000
Chris Gatling,CLE,33,74,28,46,22.6,98.9,104.1,-5.2,6.7,0.51,6.0,6.1,18.7,12.2,11.8,46.8,50.5,25.4,93.77,10.4,2000
Chris Mills,GSW,31,15,5,10,32.9,94.8,98.5,-3.7,6.1,0.90,7.3,4.3,13.3,8.7,8.2,39.0,43.5,19.2,97.62,6.8,2000
Chris Mullin,GSW,37,20,5,15,18.6,91.2,100.3,-9.1,8.8,1.00,12.2,2.3,8.4,5.1,12.2,42.9,48.6,15.5,98.02,5.9,2000
Chris Porter,GSW,23,51,9,42,22.5,96.1,107.7,-11.6,8.8,1.03,9.7,6.4,9.3,7.7,9.4,38.9,43.4,20.1,96.73,5.2,2000
Chris Webber,SAC,28,70,48,22,40.5,103.8,97.4,6.4,20.2,1.51,12.6,6.1,19.8,13.1,8.4,48.1,51.6,31.1,96.77,16.9,2000
Christian Laettner,WAS,31,78,38,40,21.3,102.7,104.5,-1.8,12.6,0.91,13.8,7.5,15.5,11.6,15.2,50.6,56.8,20.7,95.60,10.3,2000
Chucky Brown,CLE,33,26,5,21,13.1,96.1,101.0,-4.9,5.4,1.38,8.5,2.4,14.3,8.2,6.2,42.1,46.4,15.3,94.75,6.2,2000
Clar. Weatherspoon,CLE,30,82,30,52,33.9,98.9,103.8,-5.0,6.1,0.92,9.9,8.2,20.6,14.4,10.7,50.1,56.3,15.1,92.81,13.2,2000
Clifford Robinson,PHX,34,82,51,31,33.6,98.6,95.6,3.0,15.5,1.27,13.4,3.9,8.5,6.2,10.5,46.0,50.1,24.9,94.34,9.1,2000
Corey Maggette,LAC,21,69,27,42,19.7,97.8,100.3,-2.5,11.2,0.77,10.2,6.6,14.2,10.5,13.2,47.9,56.2,23.6,94.49,12.4,2000
Corie Blount,GSW,32,68,20,48,19.2,92.4,103.5,-11.2,7.4,0.81,12.7,12.1,17.3,14.5,15.7,44.6,47.3,13.0,95.22,7.8,2000
Corliss Williamson,DET,27,69,32,37,24.4,99.6,96.6,2.9,6.6,0.55,6.6,6.0,11.8,8.8,11.9,50.2,53.3,21.8,95.36,9.4,2000
Dale Davis,POR,32,81,49,32,26.7,104.4,100.5,3.9,7.3,1.54,14.2,11.6,17.5,14.7,9.3,49.7,52.4,13.1,90.51,10.0,2000
Dan Langhi,HOU,23,33,17,16,7.3,96.8,105.8,-8.9,3.1,0.50,3.2,4.8,10.9,7.8,6.5,37.4,40.3,21.6,93.83,5.0,2000
Dan Majerle,MIA,35,53,35,18,24.6,99.2,95.7,3.5,10.8,2.51,22.2,1.6,11.9,6.7,8.8,44.6,48.0,11.1,90.15,7.0,2000
Danny Ferry,SAS,34,80,58,22,21.1,104.7,93.1,11.6,6.6,1.42,13.9,3.6,9.5,6.7,9.8,56.8,57.7,11.8,92.71,6.4,2000
Danny Fortson,GSW,25,6,1,5,33.8,93.7,100.9,-7.2,4.2,0.50,5.6,12.8,32.9,22.4,11.2,58.0,67.8,16.5,101.31,20.4,2000
Danny Manning,UTA,35,82,53,29,15.9,101.0,95.5,5.5,13.5,0.96,12.3,5.6,11.8,8.8,12.8,50.1,53.7,22.7,92.48,9.8,2000
Darius Miles,LAC,19,81,30,51,26.4,101.1,99.5,1.6,8.0,0.67,10.1,6.3,15.4,11.2,14.9,50.6,51.8,18.8,92.99,9.7,2000
Darvin Ham,MIL,27,29,18,11,18.7,99.5,102.7,-3.2,7.0,0.76,15.6,10.4,11.8,11.1,20.6,50.0,53.7,11.1,94.08,4.4,2000
David Benoit,UTA,33,49,31,18,9.1,99.5,99.9,-0.3,8.7,0.79,10.2,5.1,14.7,10.0,13.0,50.0,54.2,19.5,95.87,7.2,2000
David Wingate,SEA,37,1,1,0,9.0,137.5,55.6,81.9,28.6,0.00,40.0,0.0,0.0,0.0,0.0,100,100,14.3,91.00,22.2,2000
Dell Curry,TOR,37,71,38,33,13.5,101.3,104.7,-3.4,13.5,1.92,14.5,1.6,7.6,4.4,7.6,50.5,53.0,20.0,94.08,9.3,2000
DerMarr Johnson,ATL,21,78,23,55,16.8,95.6,102.0,-6.4,7.9,0.69,10.9,4.2,9.3,6.7,15.9,42.7,46.3,17.3,95.58,4.4,2000
Derek Strong,LAC,33,28,11,17,17.6,95.9,100.3,-4.4,2.3,0.32,4.3,6.9,15.5,11.2,13.4,38.5,44.3,14.7,87.74,7.6,2000
Derrick Coleman,CHH,34,34,12,22,20.1,90.7,99.2,-8.5,11.3,0.93,10.3,6.4,20.3,13.1,11.1,42.0,46.9,22.4,92.12,11.2,2000
Derrick McKey,IND,34,66,32,34,14.9,98.7,100.3,-1.6,12.3,1.57,27.4,5.2,12.7,9.1,17.4,45.6,49.0,9.2,91.66,5.7,2000
Desmond Mason,SEA,23,78,41,37,19.5,102.7,103.7,-1.0,6.6,1.19,10.6,4.7,12.0,8.3,8.9,45.1,48.3,15.5,93.57,6.7,2000
Detlef Schrempf,POR,38,26,14,12,15.2,101.5,105.8,-4.4,18.2,1.57,24.4,4.7,15.8,10.4,15.6,42.6,48.7,15.8,91.36,7.8,2000
Devean George,LAL,23,59,43,16,10.0,94.5,102.0,-7.4,5.5,0.56,6.7,5.5,12.4,8.8,11.9,34.5,39.4,19.4,93.86,2.3,2000
Dirk Nowitzki,DAL,23,82,53,29,38.1,107.5,98.9,8.5,9.2,1.11,9.7,4.0,19.8,12.1,8.7,53.4,60.1,23.1,95.15,15.9,2000
Don MacLean,MIA,31,8,4,4,9.5,88.0,92.5,-4.5,9.5,0.40,10.0,8.6,14.5,11.5,25.0,55.0,61.3,20.0,99.62,11.8,2000
Don Reid,ORL,27,65,36,29,11.7,97.7,98.6,-0.8,4.4,0.44,8.5,10.6,20.3,15.4,19.4,56.6,59.0,12.5,98.17,6.9,2000
Donnell Harvey,DAL,20,18,14,4,3.5,83.1,94.5,-11.4,5.9,0.29,6.7,9.0,19.2,14.3,23.3,57.1,52.3,17.0,110.46,3.8,2000
Donyell Marshall,UTA,28,81,52,29,28.7,106.7,99.1,7.6,9.9,1.04,10.8,8.3,17.8,13.2,10.4,52.7,56.8,21.3,92.45,14.2,2000
Doug Christie,SAC,31,81,54,27,36.3,104.6,98.5,6.1,14.2,1.88,21.4,3.2,8.4,5.8,11.4,45.4,53.8,15.6,97.10,8.9,2000
Dragan Tarlac,CHI,28,43,4,39,13.9,89.7,105.2,-15.5,8.7,0.82,16.8,6.3,15.5,10.7,20.7,39.4,45.4,11.7,92.79,3.1,2000
Eddie Robinson,CHH,25,67,39,28,17.9,98.5,97.3,1.3,9.4,1.37,10.7,5.2,11.4,8.4,7.8,53.3,55.9,18.4,92.39,13.2,2000
Eduardo Najera,DAL,24,40,26,14,10.8,99.8,105.5,-5.7,9.3,1.59,16.0,9.6,12.8,11.2,10.1,52.7,52.2,13.9,100.03,8.0,2000
