Position,index,PIE,YEAR,AGE,PLAYER,FP,MIN,PTS,FGM,FGA,DREB,TOV,REB,FTA,FTM,AST,OREB,GP,3PA,OFFRTG,TS%,AST%,REB%,FG%,AST/TO,NETRTG,Salary,PlayerGrade
Forward,8124,7.1,1996,35,Antoine Carr,13.8,17.8,7.4,3.1,6.4,1.6,0.9,2.4,1.5,1.2,0.9,0.7,82,0,106.5,52.2,8.9,7.4,48.3,0.99,3.3,4255091.43,good
Forward,7921,2.5,1997,33,Brad Lohaus,5.2,11.3,2.1,0.8,2.3,1,0.3,1.3,0.3,0.1,0.6,0.3,9,1.6,97.2,42.6,8.8,6,33.3,1.67,-19.2,1627334.55,aboveAvergae
Forward,7934,2.8,1997,41,Charles Jones,2.8,5.2,0.6,0.3,0.4,0.5,0.2,1,0.1,0,0.2,0.5,24,0,101.5,68.9,5.5,9.1,70,1.25,-2.9,2002604.47,aboveAvergae
Forward,8149,3.5,1996,40,Charles Jones,3.5,7.7,0.3,0.2,0.4,0.7,0,1.1,0,0,0.3,0.4,12,0,105.6,40,4.6,7.3,40,0,4,2389919.34,aboveAvergae
Forward,8164,7.9,1996,24,Clifford Rozier,16.5,17.5,4.5,1.9,4.1,3.1,0.7,5.6,1.5,0.7,0.7,2.4,42,0,102.3,47.1,6.7,16.3,45.4,1.07,-5.9,2086546.3,aboveAvergae
Forward,7989,4.2,1997,34,Greg Anderson,6.4,7.9,1.8,0.7,1.6,1.6,0.3,2.4,0.8,0.3,0.3,0.8,50,0.1,101.8,44.4,5.6,14.8,44.4,0.88,-7.7,272250,belowAverage
Forward,8213,7,1996,33,Greg Anderson,15,20.3,3.9,1.6,3.2,3.5,0.9,5.5,1.1,0.8,0.4,1.9,82,0,96.8,53.1,3.3,14.2,49.6,0.47,-14.3,3623594.1,good
Forward,8001,12.5,1997,30,Jayson Williams,33.6,36.1,12.9,4.9,9.9,6.8,1.5,13.6,4.5,3,1,6.8,65,0.1,105.8,54.1,4.5,19.1,49.8,0.71,3.8,2500000,good
Forward,8236,3.8,1996,32,Joe Wolf,5.7,9.3,1.7,0.7,1.6,1.4,0.3,2,0.3,0.3,0.4,0.6,56,0.1,101.2,48.8,5.6,11.4,44.9,1.43,-3.3,2242736.25,aboveAvergae
Forward,8334,1.7,1996,24,Yinka Dare,5.7,7.7,1.4,0.5,1.3,1.1,0.5,2,0.9,0.5,0.1,0.9,41,0,103.1,40.6,1.3,12.7,35.2,0.14,0.5,1256334.03,aboveAvergae
Forward,8115,9.9,1996,27,Acie Earl,5.8,4.8,2.9,0.9,2.6,1,0.2,1.2,1.6,1.1,0.2,0.2,9,0,84.3,44.6,10,10.4,34.8,1,-8.1,940321.79,belowAverage
Forward,8130,9.5,1996,33,Armen Gilliam,19.6,25.7,8.6,3.1,6.5,4.5,1.3,6.2,3.2,2.5,0.7,1.7,80,0,101.9,54.3,4.2,13.3,47.1,0.5,-3.5,4624834.34,good
Forward,8138,0.7,1996,26,Brent Scott,2.3,3.4,1.2,0.5,1.1,0.4,0.3,0.6,0.4,0.2,0.2,0.2,16,0,95,48.4,8.6,7.8,47.1,0.75,6.4,733358.6,belowAverage
Forward,8150,12.1,1996,33,Charles Oakley,29.5,35.9,10.8,4.2,8.7,6.7,2.1,9.8,2.8,2.3,2.8,3.1,80,0.2,101.1,54.5,12.7,14.4,48.8,1.29,2.3,6051942.2,topPayer
Forward,8256,4.1,1996,27,Lorenzo Williams,8.3,14,2.4,1.1,1.6,2.2,0.9,3.6,0.4,0.3,0.2,1.5,19,0,97.2,66,2.2,13,64.5,0.22,-11.2,3097288.78,good
Forward,8278,6.8,1996,33,Mike Brown,9.6,13.6,2.7,0.8,2,2.7,0.3,4.2,1.7,1,0.8,1.5,6,0,110.7,48.8,8.9,17.1,41.7,2.5,-4.3,3595725.88,good
Forward,8287,9.5,1996,28,Pete Chilcutt,10,12.3,3.4,1.3,3.1,1.6,0.5,2.9,0.4,0.2,0.9,1.2,54,1.3,96.7,52.1,11.7,12.2,43.6,1.68,-15.3,2738433.45,good
Forward,8293,3.9,1996,27,Richard Manning,5.1,8,2.8,1.1,3,0.9,0.3,1.4,0.5,0.4,0.1,0.5,16,0.2,83.8,42.7,3.2,8.5,37.5,0.4,-26.6,1364289.55,aboveAvergae
Forward,8295,4.5,1996,38,Rick Mahorn,6.3,9.9,2.5,0.9,2.5,1.5,0.5,2.4,1,0.7,0.3,0.9,22,0,97,44,4.9,12.6,37,0.6,-1.3,2149687.83,aboveAvergae
Forward,8309,-1.2,1996,30,Stacey King,5.8,11.6,2,1,2.5,1.3,0.8,3,0.7,0,0,1.7,6,0,76.1,35.8,0,14.2,40,0,-18,2195841.53,aboveAvergae
Guard,8337,3.7,2019,23,Admiral Schofield,6.3,10.8,3.1,1.1,2.8,1,0.3,1.3,0.5,0.3,0.5,0.2,27,1.7,104.1,51.4,6.8,5.4,40,2,-4.9,1000000,belowAverage
Guard,8340,4.3,2019,28,Allen Crabbe,9.6,17.6,4.6,1.7,4.8,1.8,0.5,2.1,0.4,0.3,0.9,0.3,37,3.2,97.5,47,7.3,5.3,35.6,1.94,-15,17818456,topPayer
Guard,8615,5.5,2018,27,Allen Crabbe,16.8,26.4,9.6,3.2,8.7,3.1,1.1,3.4,1.3,1,1.1,0.4,43,6,106.5,51.9,5.9,6,36.7,1,0.3,19332500,topPayer
Guard,8880,8.4,2017,26,Allen Crabbe,23,29.3,13.2,4.5,11,3.9,1,4.3,1.8,1.5,1.6,0.4,75,7.1,106.9,55.8,8.2,7,40.7,1.5,-1.9,18500000,topPayer
Guard,8342,3.4,2019,22,Amir Coffey,4.7,7.5,2.2,1,2.5,0.8,0.2,1.1,0.2,0.1,0.7,0.3,13,0.5,106.5,40.8,13.2,6.9,39.4,3,-3.2,79568,belowAverage
Guard,8343,7.8,2019,36,Andre Iguodala,15.8,18.5,4.4,1.8,3.6,3.1,1.2,3.8,0.6,0.1,2,0.7,14,1.7,103.3,55.9,16.6,9.3,49,1.65,-3.1,17185185,topPayer
Guard,8617,9,2018,35,Andre Iguodala,19.1,23.2,5.7,2.2,4.4,3,0.8,3.7,1,0.6,3.2,0.7,68,2.1,113.4,58.7,17.3,7.6,50,4.15,9,16000000,topPayer
Guard,8881,8.1,2017,34,Andre Iguodala,18.8,25.4,6,2.3,5,3.1,1,3.8,1.4,0.9,3.3,0.8,64,1.8,109.1,53.6,16.9,7.4,46.3,3.13,7.9,14814815,topPayer
Guard,9151,10.2,2016,33,Andre Iguodala,21.3,26.3,7.6,2.9,5.5,3.3,0.8,4,1.3,0.9,3.4,0.7,76,2.3,114.1,62.4,16.9,7.4,52.8,4.5,12.4,11131368,topPayer
Guard,9374,8.9,2015,32,Andre Iguodala,20,26.6,7,2.7,5.7,3.2,1.2,4,1.3,0.8,3.4,0.8,65,2.4,112.7,56.5,16.5,7.3,47.8,2.77,13.2,11710456,topPayer
Guard,9592,9,2014,31,Andre Iguodala,19.6,26.9,7.8,3,6.4,2.8,1.1,3.3,1.5,0.9,3,0.6,77,2.8,108.5,55.3,15.1,6,46.6,2.59,10.5,12289544,topPayer
Guard,9817,9.9,2013,30,Andre Iguodala,25,32.4,9.3,3.5,7.3,3.8,1.6,4.7,2.1,1.4,4.2,0.8,63,2.8,110.9,57,17,7.2,48,2.63,13.5,12868632,topPayer
Guard,10033,10.9,2012,29,Andre Iguodala,32,34.7,13,5,11,4.3,2.6,5.3,3.4,1.9,5.4,1,80,3.6,109,52,22.4,7.5,45.1,2.1,6.9,14718250,topPayer
Guard,10239,13.4,2011,28,Andre Iguodala,32.8,35.6,12.4,4.6,10.2,5.2,1.9,6.1,3.2,2,5.5,0.9,62,3.1,102.2,53.7,24.1,8.5,45.4,2.95,5.2,13531750,topPayer
Guard,10449,12.6,2010,27,Andre Iguodala,34.6,36.8,14.1,5,11.3,4.9,2.1,5.8,4.5,3.1,6.3,0.9,67,2.7,105.3,53,26.1,8.1,44.5,3.06,3.4,12345250,topPayer
Guard,10642,12.8,2009,26,Andre Iguodala,38,38.9,17.1,6,13.7,5.5,2.7,6.5,5.2,3.8,5.8,1,82,3.7,104.1,53.5,23.8,8.8,44.3,2.17,-4.1,12200000,topPayer
Guard,10844,13.5,2008,25,Andre Iguodala,37,39.9,18.8,6.6,14,4.6,2.7,5.7,6.4,4.6,5.3,1.1,82,3.2,106.3,56,22.1,7.6,47.3,1.95,2.1,11300000,topPayer
Guard,11043,13.3,2007,24,Andre Iguodala,39,39.5,19.9,7.1,15.6,4.4,2.6,5.4,6.2,4.5,4.8,1,82,3.7,104.3,54.3,20.7,7.2,45.6,1.83,0.2,2804889,good
Guard,11246,13,2006,23,Andre Iguodala,37.5,40.3,18.2,5.8,13,4.7,3.4,5.7,7.3,5.9,5.7,1,76,2,102.2,56.2,24.2,7.6,44.7,1.66,-3.5,2201640,aboveAvergae
Guard,11666,10,2004,21,Andre Iguodala,25.4,32.7,9,3.3,6.7,4.6,1.7,5.7,2.6,1.9,3,1.1,82,1.7,101.8,58,13.9,8.7,49.3,1.77,0,1914480,aboveAvergae
Guard,8620,7.8,2018,24,Andrew Wiggins,30.6,34.8,18.1,6.8,16.6,3.7,1.9,4.8,4.1,2.8,2.5,1.1,73,4.8,110.7,49.3,10.8,6.5,41.2,1.33,-1.2,25467250,topPayer
Guard,9378,9.4,2015,21,Andrew Wiggins,30.4,35.1,20.7,7.3,16,2.3,2.2,3.6,7,5.3,2,1.3,81,2.3,106.7,54.3,9.8,5.3,45.9,0.9,-1.3,5758680,topPayer
Guard,9595,8.1,2014,20,Andrew Wiggins,28.3,36.2,16.9,6.1,13.9,2.9,2.2,4.6,5.7,4.3,2.1,1.6,82,1.5,101.5,51.7,9.7,6.4,43.7,0.96,-9.7,5510640,good
Guard,8349,14.5,2019,23,Ben Simmons,43,35.7,16.7,6.7,11.4,5.8,3.6,7.8,5.3,3.3,8.2,2,54,0.1,109.1,60.8,34,10.6,58.5,2.3,2.2,8113929,topPayer
Guard,8626,14.5,2018,22,Ben Simmons,42.2,34.2,16.9,6.8,12.2,6.6,3.5,8.8,5.4,3.3,7.7,2.2,79,0.1,111.3,58.2,34.1,12.2,56.3,2.23,2.4,6434520,topPayer
Guard,8892,15.4,2017,21,Ben Simmons,42.1,33.7,15.8,6.7,12.3,6.3,3.4,8.1,4.2,2.4,8.2,1.8,81,0.1,109.5,55.7,36.2,11.5,54.5,2.38,6.6,6168840,topPayer
Guard,8895,9.1,2017,29,Bojan Bogdanovic,21.6,30.8,14.3,5.1,10.7,3,1.3,3.4,2.6,2.2,1.5,0.4,80,4.8,106.4,60.5,7.1,5.5,47.4,1.12,1.5,10500000,topPayer
Guard,9387,7.2,2015,27,Bojan Bogdanovic,16.8,26.8,11.2,4.1,9.5,2.8,1.5,3.2,1.7,1.4,1.3,0.5,79,4.3,100.8,55,7.3,6.1,43.3,0.86,-9.2,3425510,good
Guard,9604,7.3,2014,26,Bojan Bogdanovic,14.2,23.8,9,3.3,7.4,2.1,1,2.7,1.4,1.1,0.9,0.6,78,3.3,103.2,56.2,5.7,5.7,45.3,0.87,-4.9,3278000,good
Guard,8353,14.4,2019,23,Brandon Clarke,24.4,21.7,12,5.1,8.2,4.3,0.9,5.8,1.9,1.5,1.4,1.6,50,1,108.2,67,9.7,12.5,62.3,1.57,1.1,2478840,aboveAvergae
Guard,8897,9.6,2017,20,Brandon Ingram,30.3,33.5,16.1,6.1,12.9,4.4,2.5,5.3,4.8,3.3,3.9,1,59,1.8,104.7,53.6,17.7,7.4,47,1.54,-2.7,5519400,good
Guard,8356,0.9,2019,21,Brian Bowen II,2.9,5.8,0.8,0.4,1.8,1.2,0.2,1.4,0,0,0,0.2,5,0.4,111.7,22.2,0,11.1,22.2,0,18.6,680853.51,belowAverage
Guard,8357,8.3,2019,23,Bruce Brown,23.6,28.2,8.9,3.4,7.7,3.7,1.7,4.7,2.1,1.5,4,1.1,58,1.7,106,51.8,20.8,8.4,44.3,2.3,-4.3,1416852,aboveAvergae
Guard,8362,5.9,2019,20,Cam Reddish,20.2,26.7,10.5,3.7,9.6,3.1,1.7,3.7,2.2,1.7,1.5,0.6,58,4.3,106.9,50,7.9,6.5,38.4,0.91,-6.3,4245720,good
Guard,8908,6.7,2017,23,Cedi Osman,8,11,3.9,1.5,3,1.7,0.5,2,0.8,0.4,0.7,0.3,61,1.4,111.8,57.7,8.4,8.9,48.4,1.28,3.9,2642857,good
Guard,8365,8.6,2019,23,Chandler Hutchison,16.5,18.8,7.8,2.9,6.3,3.2,1,3.9,2.8,1.6,0.9,0.6,28,1.4,97,52.1,7.7,10.1,45.7,0.96,-11.9,2332320,aboveAvergae
Guard,8377,3.4,2019,22,DaQuan Jeffries,2.1,3.2,1.2,0.5,1.2,0,0,0.2,0,0,0.2,0.2,6,0.7,89.4,50,6.7,2.3,42.9,0,5.7,898310,belowAverage
Guard,8379,8.9,2019,27,Damion Lee,24.7,29,12.7,4.3,10.4,4.2,1.4,4.9,2.6,2.2,2.7,0.7,49,4.9,105.6,54.8,13.9,8.1,41.7,1.99,-4.1,842327,belowAverage
Guard,8383,7,2019,26,Danuel House Jr.,21.5,30,10.2,3.6,8.3,3.3,0.8,4.2,1.5,1.2,1.3,1,58,5.4,112,57.1,6.1,6.5,42.7,1.59,2.9,6054999.46,topPayer
Guard,8660,7.4,2018,26,Danuel House Jr.,16.8,25.1,9.4,3,6.5,2.9,0.9,3.6,1.8,1.4,1,0.6,39,4.6,117.2,64.6,5.8,6.9,46.8,1.14,8.9,5882477.82,topPayer
Guard,8923,9.1,2017,25,Danuel House Jr.,13.4,17.5,6.6,2.4,5.6,2.7,0.5,3.3,1.3,1.1,1.1,0.6,23,2.5,106.7,53.3,9.2,8.8,43.4,2.27,3.2,2211954.72,aboveAvergae
Guard,8384,7.7,2019,19,Darius Bazley,12.1,17.2,4.5,1.7,4.3,3.3,0.8,3.7,0.9,0.6,0.5,0.4,53,1.9,98.3,47.5,4.6,10,38.3,0.73,-3.3,2284800,aboveAvergae
Guard,8387,9.8,2019,27,David Nwaba,11.6,13.4,5.2,1.9,3.6,1.9,0.4,2.3,1.4,0.9,0.4,0.4,20,1.4,102.1,62.7,4.6,7.1,52.1,1,7.2,1678854,aboveAvergae
Guard,8389,5.8,2019,22,De'Andre Hunter,21.8,32,12.3,4.4,10.8,3.8,1.6,4.5,2.3,1.7,1.8,0.7,63,4.8,108,52.1,7.9,6.8,41,1.09,-5.5,7068360,topPayer
Guard,8391,6.9,2019,25,DeAndre' Bembry,16.6,21.3,5.8,2.4,5.3,2.7,1.4,3.5,1.1,0.6,1.9,0.8,43,1.5,98.9,50,13,7.7,45.6,1.35,-11.8,3175664.99,good
Guard,8930,6.3,2017,23,DeAndre' Bembry,13.4,17.5,5.2,2,4.9,2.5,1.8,2.8,1.3,0.7,1.9,0.3,26,1.2,99.2,47.7,16.6,7.9,41.4,1.04,-7.5,2186894.31,aboveAvergae
Guard,9191,7.2,2016,22,DeAndre' Bembry,6.2,9.8,2.7,1.2,2.6,1.2,0.4,1.6,0.4,0.2,0.7,0.4,38,0.5,99.5,48.1,12.3,7.8,48,1.75,-3.8,1050060.42,belowAverage
Guard,8392,13.9,2019,30,DeMar DeRozan,38.6,34.3,22.2,8.2,15.7,5,2.4,5.6,6.6,5.5,5.6,0.6,61,0.5,111.3,59.7,26.1,8.1,52.6,2.31,-2.7,27739975,topPayer
Guard,8398,4.3,2019,26,Deonte Burton,5.9,8.4,2.8,1.1,3.1,1.2,0.4,1.4,0.4,0.2,0.3,0.2,34,1.4,93.2,42.6,6.3,7.4,37.1,0.79,-12,1416852,aboveAvergae
Guard,8674,8.1,2018,22,Derrick Jones Jr.,16.4,19.2,7,2.7,5.4,2.4,0.7,4,2,1.2,0.6,1.6,60,1.5,103.8,55.9,4.9,9.7,49.4,0.86,-1.2,2488503.32,aboveAvergae
Guard,8937,4.6,2017,21,Derrick Jones Jr.,8.2,12.3,3.1,1.1,2.7,0.9,0.4,1.9,1.2,0.8,0.5,1.1,20,0.9,96.8,48,5.6,7.2,39.6,1.29,-6.5,936801.06,belowAverage
Guard,8405,6,2019,24,Dillon Brooks,24.7,28.5,15.7,5.7,14.2,2.3,1.7,3.3,2.7,2.2,2,0.9,65,5.5,108.6,50.8,10,5.4,40.2,1.19,-0.3,1618520,aboveAvergae
Guard,8680,3.4,2018,23,Dillon Brooks,12.2,18.3,7.5,2.7,6.8,1.2,1.1,1.7,1.7,1.2,0.9,0.5,18,2.2,104.9,49.9,7.9,5.1,40.2,0.84,-1.6,1378242,aboveAvergae
Guard,8943,6.3,2017,22,Dillon Brooks,19,28.7,11,4.1,9.4,2.5,1.5,3.1,2,1.5,1.6,0.6,82,3.2,102.4,53.1,9.2,5.6,44,1.09,-5,815615,belowAverage
Guard,8410,4.9,2019,24,Dwayne Bacon,11.8,17.6,5.7,2.2,6.3,2.2,0.9,2.6,1.4,0.9,1.3,0.4,39,1.7,100.9,41.9,12.1,6.9,34.8,1.41,-8.2,1618520,aboveAvergae
Guard,8685,6.9,2018,23,Dwayne Bacon,12.2,17.6,7.3,2.8,6,1.9,0.4,2.1,1.1,0.8,1.1,0.2,43,2,111.2,57,9.2,5.7,47.5,2.61,-2,1378242,aboveAvergae
Guard,8411,6.6,2019,20,Dzanan Musa,8.4,11.5,4.2,1.4,4,1.5,0.8,2,1.3,0.9,0.9,0.5,35,1.9,100.1,46.7,11.6,7.7,36,1.07,-5.3,1911600,aboveAvergae
Guard,8687,5.3,2018,20,Dzanan Musa,3.3,4.4,2.1,1,2.4,0.4,0.4,0.6,0.2,0,0.2,0.1,9,1.1,100,41.5,8.3,5.4,40.9,0.5,10.6,1634400,aboveAvergae
Guard,8415,7.7,2019,22,Elie Okobo,9.9,13.1,4,1.3,3.4,1.3,0.7,1.6,1.2,0.9,2.1,0.3,54,1.3,105.8,51.1,22.7,6.1,39.8,2.97,-3.3,1416852,aboveAvergae
Guard,8419,9.9,2019,27,Evan Fournier,28.8,31.7,18.8,6.7,14.2,2.3,2,2.6,3.4,2.8,3.2,0.3,61,6.7,107,59.9,16.1,4,47,1.61,-3,17150000,topPayer
Guard,8695,7.7,2018,26,Evan Fournier,25.6,31.5,15.1,5.8,13.2,2.7,1.9,3.2,2.1,1.7,3.6,0.5,81,5.6,110.1,53.6,17,5,43.8,1.92,1.7,17000000,topPayer
Guard,8954,9.3,2017,25,Evan Fournier,27.6,32.2,17.8,6.5,14.1,2.8,1.7,3.2,3,2.6,2.9,0.4,57,5.9,107.1,57.7,13.8,4.8,45.9,1.74,-3.2,17000000,topPayer
Guard,9429,8.7,2015,23,Evan Fournier,24.9,32.5,15.4,5.4,11.8,2.4,1.7,2.8,3,2.5,2.7,0.4,79,4.9,104.3,58.7,12.8,4.4,46.2,1.61,-3.3,2288204,aboveAvergae
Guard,8420,6.2,2019,31,Evan Turner,10,13.2,3.3,1.3,3.5,1.6,1.4,2,0.7,0.6,2,0.4,19,0.3,92.2,42.4,23.5,6.7,37.3,1.46,-11.4,18606556,topPayer
Guard,8696,9.9,2018,30,Evan Turner,18.5,22,6.8,2.8,6.1,4,1.6,4.5,1.5,1,3.9,0.5,73,0.7,110.4,50.4,24.2,9.6,46,2.48,1.3,17868853,topPayer
Guard,8955,7.1,2017,29,Evan Turner,16.8,25.7,8.2,3.3,7.3,2.7,1.3,3.1,1.4,1.2,2.2,0.4,79,1.7,104.5,52,12.8,5.7,44.7,1.75,-1.1,17131148,topPayer
Guard,9211,8.8,2016,28,Evan Turner,20.3,25.5,9,3.6,8.5,3.2,1.5,3.8,1.6,1.3,3.2,0.6,65,1.8,103.3,49.1,19.6,7.3,42.6,2.05,-5.5,16393443,topPayer
Guard,9430,12,2015,27,Evan Turner,25,28,10.5,4.2,9.3,4.3,2.1,4.9,2.2,1.8,4.4,0.6,81,1,102.5,51.3,24.7,8.2,45.6,2.12,2,3425510,good
Guard,9646,11,2014,26,Evan Turner,25.1,27.6,9.5,3.9,9.1,4.6,2.4,5.1,1.7,1.3,5.5,0.5,82,1.5,101.9,48.2,30.2,8.9,42.9,2.27,-1.8,3278000,good
Guard,9874,9.3,2013,25,Evan Turner,25.3,30.3,14,5.4,12.6,4.3,2.3,5,3.2,2.6,3.2,0.8,81,1.9,99.5,49.8,17.4,7.9,42.5,1.39,-7.4,6679866,topPayer
Guard,10091,9.5,2012,24,Evan Turner,28.3,35.3,13.3,5.4,12.8,5.6,2.3,6.3,2.5,1.9,4.3,0.7,82,1.9,100.7,47.8,19.2,9,41.9,1.89,-3.8,5293080,good
Guard,10297,10.6,2011,23,Evan Turner,21.6,26.3,9.4,4,9.1,5.4,1.6,5.8,1.7,1.1,2.8,0.4,65,0.8,101.4,47.8,16.4,11,44.6,1.71,2.1,4947840,good
Guard,10498,8.7,2010,22,Evan Turner,16.4,23,7.2,2.9,6.8,3.4,1,3.9,1.6,1.3,2,0.5,78,0.6,101,48.4,13.7,8.6,42.5,1.99,-1.2,4602720,good
Guard,8425,7.7,2019,22,Furkan Korkmaz,15.7,21.8,9.7,3.5,8,2.1,0.8,2.3,1.1,0.8,1.1,0.3,64,5,108.4,57.1,7.3,5.1,43.2,1.35,2.9,1620564,aboveAvergae
Guard,8701,7.9,2018,21,Furkan Korkmaz,11.5,14.2,5.8,2,5.1,1.9,0.5,2.2,0.9,0.8,1.1,0.3,48,3,110.7,52.8,10.7,7.7,40,2.08,3.7,1740000,aboveAvergae
Guard,8959,1,2017,20,Furkan Korkmaz,3.5,5.7,1.6,0.6,2,0.6,0.1,0.8,0.3,0.1,0.3,0.1,14,1.2,90.5,38.6,7.7,6.4,28.6,2,-29.3,1465920,aboveAvergae
Guard,8427,7.6,2019,33,Garrett Temple,21,28.1,10.3,3.6,9.5,2.9,1,3.5,1.3,1,2.6,0.5,55,6.3,104.2,50.7,13.5,5.4,37.8,2.47,-1.6,4767000,good
Guard,8702,5.2,2018,33,Garrett Temple,16.7,27.2,7.8,2.8,6.6,2.5,0.9,2.9,1.4,1.1,1.4,0.4,75,3.5,105.2,54.3,7.5,5.3,42.2,1.51,-1.6,8000000,topPayer
Guard,8960,6.5,2017,32,Garrett Temple,16.7,24.8,8.4,3.1,7.3,2,1.2,2.3,1.2,0.9,1.9,0.3,65,3.5,100.7,53.6,11.5,4.7,41.8,1.57,-7.4,8000000,topPayer
Guard,8431,6.6,2019,21,Gary Trent Jr.,13.7,20,7.7,2.8,6.6,1.3,0.4,1.7,0.7,0.6,0.9,0.4,53,3.8,108.8,55.5,6.7,3.8,42.6,2.63,-4.4,2962445.32,good
Guard,9219,17.6,2016,22,Giannis Antetokounmpo,49.2,35.6,22.9,8.2,15.7,7,2.9,8.8,7.7,5.9,5.4,1.8,80,2.3,108.6,59.9,26.9,12.7,52.1,1.85,1.1,2995420,good
Guard,9882,7.3,2013,19,Giannis Antetokounmpo,18.2,24.6,6.8,2.2,5.4,3.4,1.6,4.4,2.6,1.8,1.9,1,77,1.5,103.8,51.8,12,9.1,41.4,1.23,-4.5,1792560,aboveAvergae
Guard,8708,5.8,2018,25,Glenn Robinson III,7.7,13,4.2,1.6,3.7,1.1,0.4,1.5,0.9,0.7,0.4,0.4,47,1.3,102.3,51.1,5.3,5.6,42,1.17,-0.8,4075000,good
Guard,8966,7.1,2017,24,Glenn Robinson III,8.8,14.7,4.1,1.6,3.7,1.1,0.2,1.6,0.5,0.4,0.7,0.5,23,1.5,103.3,52.9,6.8,5.2,42.4,3.4,-0.6,1524305,aboveAvergae
Guard,9220,8.1,2016,23,Glenn Robinson III,13.5,20.7,6.1,2.3,4.9,2.7,0.5,3.6,1.1,0.8,0.7,0.8,69,1.8,102.9,56.4,4.8,8.5,46.7,1.27,-2.4,1050500,belowAverage
Guard,9436,8,2015,22,Glenn Robinson III,7.8,11.3,3.8,1.4,3.4,1.2,0.4,1.5,0.9,0.6,0.6,0.3,45,0.8,98.5,50.8,7.7,6.5,43,1.44,-3.6,1100000,aboveAvergae
Guard,9656,5.3,2014,21,Glenn Robinson III,4.2,7.5,2.1,0.7,1.9,0.7,0.3,1.1,0.7,0.5,0.3,0.4,35,0.5,106.7,47.1,6.4,7.3,38.8,1,6.3,507336,belowAverage
Guard,9885,11.2,2013,24,Gordon Hayward,33.2,36.4,16.2,5.5,13.4,4.3,2.8,5.1,4.9,4,5.2,0.8,77,3.6,102.8,52,23.7,7.3,41.3,1.89,-7.4,3452183,good
Guard,10098,10.9,2012,23,Gordon Hayward,24.6,29.2,14.1,4.7,10.7,2.4,1.7,3.1,4.1,3.4,3,0.7,72,3.4,106.7,56.4,16.3,5.6,43.5,1.78,2.5,2709720,good
Guard,9448,4.7,2015,23,JaKarr Sampson,10.5,15.9,5.1,1.9,4.3,2,1,2.6,1.7,1.1,0.6,0.6,73,0.9,98.2,50.4,6.2,7.8,44.2,0.66,-7.1,1103547,aboveAvergae
Guard,9668,5.8,2014,22,JaKarr Sampson,11,15.3,5.2,2,4.7,1.7,1,2.2,1.3,0.9,1,0.5,74,1.7,91.8,49.8,12.1,6.8,42.2,1.01,-12.2,507336,belowAverage
Guard,8444,3.3,2019,22,Jacob Evans,9.2,14.4,4.4,1.6,4.6,1.1,0.9,1.4,1,0.9,1.1,0.3,29,1.3,99,43.6,12,4.6,33.6,1.24,-11,1925880,aboveAvergae
Guard,9677,9.1,2014,29,Jared Dudley,16.2,23.8,7.2,2.8,5.9,2.4,0.9,3.1,0.9,0.7,1.8,0.6,72,2.7,100.6,57.2,11.5,6.5,46.8,2.1,3.2,4250000,good
Guard,10115,9.8,2012,27,Jared Dudley,20.3,27.5,10.9,4,8.5,2.1,1.3,3.1,2.1,1.6,2.6,1,79,3.4,100.3,58.2,14.7,5.7,46.8,2.01,-3.2,4250000,good
Guard,10319,9.4,2011,26,Jared Dudley,22.8,31.1,12.7,4.8,9.9,3.2,1.1,4.6,2.5,1.8,1.7,1.5,65,3.2,106.4,57.5,8.4,7.5,48.5,1.56,2,4250000,good
Guard,10517,9.7,2010,25,Jared Dudley,20.2,26.1,10.6,3.7,7.7,2.5,0.9,3.9,2.7,2,1.3,1.4,82,3.1,106,59.8,7.8,7.6,47.7,1.4,-0.5,2151068,aboveAvergae
Guard,8450,5.5,2019,21,Jarrett Culver,19.1,23.9,9.2,3.7,9,2.3,1.3,3.4,1.9,0.9,1.7,1.1,63,3.5,106,46.7,10.5,6.5,40.4,1.36,-3.3,5813640,topPayer
Guard,8451,8.3,2019,26,Javonte Green,7.5,9.4,2.9,1.1,2.2,1.4,0.4,1.8,0.8,0.5,0.5,0.4,44,0.5,105.1,55.8,7.6,9.2,50,1.28,-0.1,898310,belowAverage
Guard,8452,11.4,2019,23,Jaylen Brown,33.3,34,20.4,7.6,15.4,5.3,2.3,6.4,4.3,3.2,2.2,1.1,50,5.6,113.4,58.9,10,9,49,0.94,6.5,6534829,topPayer
Guard,8990,8.9,2017,21,Jaylen Brown,25.2,30.7,14.5,5.3,11.5,4,1.8,4.9,3.3,2.1,1.6,0.9,70,4.4,109,56.2,8.1,7.8,46.5,0.92,7.7,4956480,good
Guard,8454,14.3,2019,22,Jayson Tatum,41.2,34.6,23.6,8.5,18.9,6.1,2.2,7.1,4.7,3.8,2.9,1,59,7.1,113.8,56.2,13.8,9.7,44.8,1.32,10.3,7830000,topPayer
Guard,8457,9.5,2019,27,Jeremy Lamb,24.8,28.1,12.5,4.7,10.4,3.8,1.1,4.3,2.4,2,2.1,0.5,46,3.4,108.9,54.7,10.7,7.9,45.1,1.92,-0.9,10500000,topPayer
Guard,10122,6.4,2012,21,Jeremy Lamb,4.6,6.4,3.1,1,3,0.6,0.3,0.8,0.6,0.6,0.2,0.2,23,1.3,93.4,47.9,6.3,6,35.3,0.83,-16.7,2020200,aboveAvergae
