PLAYER,TEAM,AGE,GP,W,L,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST Ratio,OREB%,DREB%,REB%,TO Ratio,eFG%,TS%,USG%,PACE,PIE,YEAR
Xavier Silas,PHI,24,2,1,1,19.4,83.8,101.3,-17.5,15.8,1.00,13.6,3.6,5.3,4.3,13.6,30.0,33.7,20.7,92.40,-2.4,2011
AJ Price,IND,24,50,22,28,15.9,104.4,102.2,2.2,23.3,2.09,21.4,1.9,7.3,4.5,10.2,42.0,45.4,22.3,95.56,7.5,2010
Aaron Brooks,PHX,26,59,26,33,21.8,106.8,113.4,-6.6,28.9,2.35,23.9,1.5,4.6,3.0,10.2,43.4,48.9,25.1,96.01,7.8,2010
Acie Law,GSW,26,51,20,31,14.2,99.0,107.8,-8.7,18.2,1.95,24.6,1.7,7.2,4.4,12.6,45.2,50.2,15.6,96.68,7.0,2010
Alonzo Gee,CLE,24,16,7,9,9.0,93.6,112.2,-18.6,5.9,0.45,9.6,7.9,8.5,8.2,21.2,43.3,48.2,13.8,95.90,4.6,2010
Andre Iguodala,PHI,27,67,36,31,36.8,105.3,101.9,3.4,26.1,3.06,29.0,2.6,13.6,8.1,9.5,48.6,53.0,19.1,93.02,12.6,2010
Andre Miller,POR,35,81,47,34,32.7,109.5,104.9,4.6,34.8,2.87,32.9,4.0,8.7,6.3,11.5,46.2,52.9,20.3,88.47,12.6,2010
Andy Rautins,NYK,24,5,2,3,4.8,79.6,102.0,-22.4,25.0,0.43,16.7,0.0,4.0,2.0,38.9,50.0,50.8,26.8,97.59,1.5,2010
Anthony Carter,NYK,36,33,20,13,14.0,103.3,102.3,0.9,23.4,1.77,31.7,1.5,9.6,5.6,17.9,48.1,50.2,14.0,98.22,7.3,2010
Anthony Morrow,NJN,25,58,17,41,32.0,102.0,106.3,-4.3,6.3,1.26,8.7,2.0,7.6,4.8,6.9,53.9,57.3,17.5,91.39,7.7,2010
Anthony Parker,CLE,36,72,18,54,29.0,100.9,108.4,-7.5,16.4,2.73,24.5,1.6,9.1,5.3,9.0,47.6,50.5,14.4,94.44,7.6,2010
Antoine Wright,SAC,27,7,2,5,4.5,76.7,107.7,-31.0,0.0,0.00,0.0,5.3,3.2,4.3,11.1,12.5,12.5,12.5,95.66,-7.2,2010
Antonio Daniels,PHI,36,4,1,3,8.8,110.8,88.2,22.5,8.0,2.00,22.2,0.0,13.9,7.4,11.1,40.0,51.0,9.3,90.43,8.2,2010
Armon Johnson,POR,22,38,20,18,7.3,92.7,94.4,-1.7,30.0,1.18,23.2,3.7,9.3,6.3,19.6,48.0,49.7,22.8,98.36,7.7,2010
Arron Afflalo,DEN,25,69,40,29,33.7,111.0,107.3,3.6,10.9,2.37,18.0,2.1,8.9,5.6,7.6,58.1,62.0,14.7,96.02,8.7,2010
Avery Bradley,BOS,20,31,21,10,5.2,82.8,99.1,-16.3,13.5,0.75,12.0,2.5,7.8,5.2,16.0,34.3,36.0,23.8,98.37,0.5,2010
Baron Davis,CLE,32,58,24,34,28.4,108.6,109.3,-0.7,38.8,2.68,30.5,2.1,7.7,4.9,11.4,47.5,50.6,24.0,93.49,11.6,2010
Ben Gordon,DET,28,82,30,52,26.0,107.2,110.0,-2.8,12.9,1.21,15.0,2.0,8.2,4.9,12.4,51.0,54.8,20.6,91.49,7.5,2010
Ben Uzoh,NJN,23,42,6,36,10.4,95.1,103.3,-8.2,27.8,2.76,26.1,6.7,7.4,7.0,9.5,43.4,46.8,19.9,92.86,9.7,2010
Beno Udrih,SAC,28,79,24,55,34.6,102.0,107.6,-5.6,21.9,2.74,26.9,1.4,8.6,4.9,9.8,53.9,58.7,16.4,96.32,11.4,2010
Brandon Jennings,MIL,21,63,27,36,34.4,100.0,101.6,-1.6,26.1,2.09,20.6,1.9,9.5,5.5,9.9,44.3,49.3,24.6,91.74,11.3,2010
Brandon Roy,POR,26,47,25,22,27.9,107.1,104.5,2.6,16.8,2.35,16.7,2.2,8.1,5.0,7.1,43.6,49.1,22.5,89.08,9.5,2010
Brandon Rush,IND,25,67,27,40,26.2,100.7,106.3,-5.6,5.8,0.90,8.9,1.9,10.5,6.2,9.9,51.2,54.0,16.0,96.31,7.4,2010
C.J. Watson,CHI,27,82,62,20,13.3,99.3,92.6,6.7,30.3,2.55,26.7,1.5,7.3,4.4,10.5,42.6,46.6,21.2,92.57,10.4,2010
Carlos Arroyo,BOS,31,64,43,21,18.5,104.8,100.7,4.1,16.0,2.08,26.3,1.9,6.9,4.6,12.6,49.6,52.8,13.7,92.07,6.6,2010
Carlos Delfino,MIL,28,49,21,28,32.5,99.1,101.8,-2.7,12.3,1.96,15.6,1.5,12.2,6.5,7.9,49.2,51.7,17.6,91.13,10.0,2010
Charlie Bell,GSW,32,19,7,12,9.0,101.8,100.0,1.8,11.3,2.17,20.3,3.4,7.0,5.1,9.4,34.9,35.7,13.1,94.64,2.9,2010
Chauncey Billups,NYK,34,72,38,34,32.1,112.0,109.1,2.9,26.6,2.19,25.3,1.1,7.1,4.2,11.6,51.9,61.7,22.1,95.99,12.2,2010
Chris Duhon,ORL,28,51,36,15,15.2,97.5,97.3,0.2,25.1,1.93,36.9,1.2,5.7,3.5,19.1,43.0,44.6,11.8,92.52,5.6,2010
Chris Paul,NOH,26,80,45,35,36.0,107.8,103.4,4.4,44.1,4.42,38.3,1.4,11.2,6.2,8.7,50.2,57.8,20.6,90.49,16.9,2010
Chris Quinn,SAS,27,41,33,8,7.1,101.8,109.3,-7.5,23.6,3.50,28.2,1.1,7.6,4.3,8.1,42.3,42.8,16.4,92.69,5.1,2010
Courtney Lee,HOU,25,81,43,38,21.3,107.5,106.9,0.6,9.2,1.47,12.5,2.9,9.2,6.0,8.5,50.1,53.4,17.5,95.55,8.4,2010
D.J. Augustin,CHA,23,82,34,48,33.6,103.6,108.7,-5.2,30.6,3.21,28.9,1.5,7.3,4.3,9.0,47.4,54.1,20.5,91.40,11.1,2010
Daequan Cook,OKC,24,43,30,13,13.9,108.3,100.9,7.4,5.5,1.18,8.9,1.4,10.8,6.2,7.6,61.6,63.0,15.5,94.76,8.5,2010
Dahntay Jones,IND,30,45,22,23,13.1,99.1,101.1,-2.0,10.3,1.06,10.4,0.7,10.4,5.5,9.7,50.0,55.8,21.3,95.68,9.8,2010
Damien Wilkins,ATL,31,52,25,27,13.0,98.2,106.3,-8.1,9.9,1.95,18.1,3.7,10.4,7.1,9.3,51.1,55.7,12.4,94.16,7.0,2010
Daniel Gibson,CLE,25,67,18,49,27.8,102.3,107.8,-5.5,18.5,2.51,20.0,1.3,8.5,4.8,8.0,48.9,53.3,19.3,94.65,8.8,2010
Danny Green,SAS,24,8,5,3,11.4,104.4,97.7,6.7,3.9,0.40,4.8,3.1,14.1,8.2,11.9,58.6,58.6,19.0,93.91,10.3,2010
Darren Collison,IND,23,79,36,43,29.9,104.2,106.7,-2.6,28.0,2.08,26.0,1.7,7.6,4.7,12.5,48.1,53.4,21.2,97.04,11.2,2010
DeMar DeRozan,TOR,21,82,22,60,34.8,104.4,111.7,-7.3,8.5,1.03,9.1,2.7,9.2,5.8,8.9,46.9,53.0,23.0,94.37,8.7,2010
DeShawn Stevenson,DAL,30,72,49,23,16.1,103.2,101.5,1.8,10.1,1.75,16.4,1.9,7.6,4.8,9.4,53.0,54.9,15.7,93.67,6.1,2010
Delonte West,BOS,27,24,13,11,18.9,92.3,102.4,-10.1,26.8,2.13,29.4,1.5,7.4,4.6,13.8,50.8,53.3,16.7,89.08,10.5,2010
Derek Fisher,LAL,36,82,57,25,28.0,111.7,101.8,9.8,13.4,3.20,25.8,0.6,6.0,3.4,8.1,44.9,48.6,12.5,93.14,5.2,2010
Deron Williams,NJN,27,65,33,32,37.9,108.0,110.3,-2.3,44.8,2.90,32.6,1.7,9.4,5.5,11.3,49.3,56.6,25.3,93.38,14.4,2010
Derrick Rose,CHI,22,81,62,19,37.4,109.1,100.7,8.5,37.2,2.24,22.8,2.8,8.2,5.6,10.2,48.5,55.0,31.4,92.07,16.5,2010
Devin Harris,UTA,28,71,24,47,31.7,105.1,110.2,-5.1,37.3,2.43,29.5,0.8,7.2,4.0,12.2,45.8,54.5,24.5,91.64,12.1,2010
Dominique Jones,DAL,22,18,10,8,7.5,90.5,99.2,-8.8,24.1,1.90,23.2,4.5,14.7,9.6,12.2,31.1,40.0,21.3,92.72,9.6,2010
Dwyane Wade,MIA,29,76,54,22,37.1,112.8,102.4,10.4,22.3,1.46,15.4,4.9,12.7,9.1,10.6,52.3,58.1,30.8,92.97,16.4,2010
Earl Boykins,MIL,35,57,23,34,15.1,100.3,97.2,3.1,30.1,2.71,24.2,1.8,4.8,3.3,8.9,48.2,52.6,23.5,92.24,13.6,2010
Earl Watson,UTA,32,80,37,43,19.6,105.8,105.3,0.6,26.0,2.40,37.5,3.6,9.1,6.3,15.7,46.9,50.0,13.5,91.22,7.5,2010
Eddie House,MIA,33,56,39,17,17.5,106.5,101.5,5.0,10.4,2.14,14.7,1.0,8.3,4.8,6.9,50.5,53.5,16.9,92.21,8.5,2010
Eric Bledsoe,LAC,21,81,32,49,22.7,99.7,106.1,-6.4,25.4,1.49,28.2,3.8,8.6,6.2,18.9,45.7,49.9,17.5,94.03,8.3,2010
Eric Gordon,LAC,22,56,25,31,37.7,108.2,108.2,-0.1,19.7,1.62,16.4,2.2,5.7,4.0,10.2,50.6,56.6,25.8,94.04,11.8,2010
Eric Maynor,OKC,24,82,55,27,14.6,107.4,99.0,8.5,31.3,3.09,35.3,2.3,8.0,5.2,11.4,45.8,48.5,16.4,94.63,9.2,2010
Evan Turner,PHI,22,78,40,38,23.0,101.0,102.2,-1.2,13.7,1.99,19.4,2.4,14.9,8.6,9.8,43.9,48.4,16.4,94.60,8.7,2010
Francisco Garcia,SAC,29,58,18,40,23.9,101.7,106.4,-4.6,7.9,1.58,11.4,1.6,8.2,4.8,7.2,52.1,55.1,16.9,96.91,8.1,2010
Garrett Temple,CHA,25,24,12,12,9.6,100.7,108.4,-7.7,20.9,1.39,24.4,0.5,10.6,5.3,17.6,36.8,37.8,20.0,89.56,2.8,2010
Gary Neal,SAS,26,80,59,21,21.1,108.2,106.0,2.2,9.4,1.23,11.3,1.3,10.6,6.0,9.2,55.3,57.8,20.0,94.73,8.5,2010
George Hill,SAS,25,76,56,20,28.3,110.1,103.1,7.0,14.2,1.95,18.7,1.2,8.3,4.9,9.6,51.4,58.8,17.9,93.87,9.6,2010
Gerald Henderson,CHA,23,68,29,39,24.4,102.3,105.0,-2.7,10.6,1.58,12.5,3.1,9.9,6.6,7.9,46.1,50.9,19.9,90.81,9.0,2010
Gilbert Arenas,ORL,29,70,35,35,25.7,103.4,104.1,-0.7,25.6,1.55,21.9,1.2,9.4,5.3,14.1,43.3,47.1,24.2,94.56,7.5,2010
Goran Dragic,HOU,25,70,37,33,17.6,99.4,107.2,-7.8,29.1,1.74,25.0,2.9,8.9,5.8,14.3,49.9,52.4,22.0,96.01,8.9,2010
Greivis Vasquez,MEM,24,70,41,29,12.3,98.5,102.7,-4.2,26.6,2.16,32.1,1.4,8.0,4.5,14.9,46.1,49.3,16.4,94.00,7.2,2010
Henry Walker,NYK,23,61,32,29,12.9,105.4,99.6,5.8,6.9,0.92,10.5,2.0,13.3,7.6,11.4,56.6,58.3,16.1,98.49,7.9,2010
Ime Udoka,SAS,33,20,16,4,6.5,96.6,103.9,-7.3,15.3,2.60,30.2,4.0,10.5,7.3,11.6,23.8,28.5,10.3,95.63,3.0,2010
Ish Smith,MEM,22,43,21,22,10.3,101.2,107.0,-5.8,26.8,2.32,33.2,1.6,9.0,5.3,14.3,38.7,40.6,15.5,97.76,6.0,2010
J.J. Barea,DAL,27,81,56,25,20.6,106.7,102.1,4.6,31.4,2.33,27.2,1.9,7.8,5.0,11.7,49.0,53.5,23.4,92.57,11.1,2010
JJ Redick,ORL,27,59,37,22,25.6,105.4,102.4,3.0,11.0,1.92,15.9,0.4,7.0,3.8,8.2,53.8,58.9,15.9,94.85,9.2,2010
JR Smith,DEN,25,79,49,30,24.9,112.4,105.9,6.5,14.1,1.75,15.2,2.4,14.2,8.4,8.7,51.4,55.0,21.6,97.70,10.8,2010
Jamal Crawford,ATL,31,76,40,36,30.2,106.5,106.5,0.0,17.8,1.66,17.8,1.0,5.0,3.0,10.7,48.9,54.5,22.4,92.13,9.2,2010
Jameer Nelson,ORL,29,76,49,27,30.5,109.5,102.5,7.0,32.4,2.35,29.3,1.7,8.2,5.0,12.5,51.7,54.8,21.7,91.95,11.1,2010
James Anderson,SAS,22,26,17,9,11.0,99.5,107.0,-7.5,10.3,1.38,15.0,0.7,7.9,4.3,10.8,49.4,52.9,16.0,95.08,5.1,2010
James Harden,OKC,21,82,55,27,26.7,109.2,104.3,4.9,13.6,1.66,15.8,2.0,9.6,6.0,9.5,51.8,59.8,19.3,94.22,10.8,2010
Jared Dudley,PHX,25,82,40,42,26.1,106.0,106.6,-0.5,7.8,1.40,11.8,5.4,9.8,7.6,8.4,56.0,59.8,16.7,95.70,9.7,2010
Jarrett Jack,NOH,27,83,39,44,20.8,101.6,106.3,-4.7,25.1,2.20,22.5,1.2,9.6,5.3,10.2,43.4,50.3,22.4,90.61,10.9,2010
Jason Kapono,PHI,30,24,9,15,4.6,107.1,98.7,8.5,4.3,2.00,11.8,2.4,6.5,4.4,5.9,26.8,27.7,10.9,99.21,1.1,2010
Jason Kidd,DAL,38,80,56,24,33.2,107.3,104.6,2.7,35.7,3.66,44.8,1.4,12.2,7.0,12.2,47.2,50.0,14.0,93.27,11.3,2010
Jason Richardson,ORL,30,80,47,33,33.9,110.4,105.5,4.9,8.7,1.55,10.7,2.6,9.8,6.3,6.9,53.6,55.5,20.2,94.18,9.6,2010
Jason Terry,DAL,33,82,57,25,31.3,109.7,103.7,5.9,22.3,2.00,19.8,1.0,5.1,3.1,9.9,50.9,54.5,24.0,93.03,10.5,2010
Jason Williams,MEM,35,27,19,8,10.9,103.5,98.3,5.2,24.4,2.89,38.0,1.0,9.1,5.1,13.1,40.3,40.3,12.5,95.80,8.1,2010
Jeff Teague,ATL,23,70,36,34,13.8,100.2,103.6,-3.4,23.6,2.16,25.1,1.2,9.7,5.6,11.6,46.7,52.1,19.3,95.20,9.9,2010
Jeremy Lin,GSW,22,29,10,19,9.8,105.7,103.2,2.5,20.7,2.33,29.6,3.9,8.2,5.9,12.7,39.6,45.8,15.1,94.98,8.8,2010
Jermaine Taylor,SAC,24,34,8,26,14.2,102.1,111.9,-9.8,10.5,0.70,11.1,5.3,8.0,6.6,16.0,51.5,53.5,22.0,100.28,6.9,2010
Jerry Stackhouse,MIA,36,7,5,2,7.1,93.9,101.1,-7.2,10.0,1.50,15.0,1.9,13.0,7.0,10.0,29.2,39.8,15.5,93.12,4.2,2010
Jerryd Bayless,TOR,22,71,25,46,21.1,100.9,110.2,-9.3,29.4,2.09,26.7,1.8,9.5,5.6,12.8,46.9,53.6,21.7,93.70,10.0,2010
Jodie Meeks,PHI,23,74,40,34,27.9,105.4,103.4,2.0,5.6,1.30,10.1,1.1,7.6,4.3,7.8,54.6,60.0,15.2,94.55,7.7,2010
Joe Johnson,ATL,30,72,38,34,35.5,107.0,105.5,1.6,23.0,2.32,19.4,2.5,9.7,6.2,8.4,48.1,51.7,26.1,89.85,11.2,2010
John Lucas III,CHI,28,2,1,1,5.1,89.5,105.3,-15.8,16.7,0.00,20.0,0.0,0.0,0.0,0.0,33.3,25.8,19.0,90.24,-5.3,2010
John Salmons,MIL,31,73,30,43,35.0,99.0,100.1,-1.1,17.9,1.84,18.0,1.1,10.0,5.4,9.8,46.2,51.0,20.7,91.01,9.7,2010
John Wall,WAS,20,69,19,50,37.8,100.2,109.0,-8.8,35.7,2.20,29.0,1.3,11.2,6.0,13.2,42.7,49.4,23.3,96.19,11.7,2010
Jonny Flynn,MIN,22,53,10,43,18.5,100.3,109.4,-9.0,28.4,1.61,29.9,1.2,7.0,4.0,18.6,41.7,44.4,18.6,98.41,5.7,2010
Jordan Crawford,WAS,22,42,17,25,24.4,99.9,110.8,-10.9,19.7,1.41,16.0,2.8,7.4,5.0,11.3,41.7,45.6,25.8,95.75,7.8,2010
Jordan Farmar,NJN,24,73,23,50,24.6,99.7,106.5,-6.7,34.1,2.65,30.7,1.3,8.7,4.9,11.6,47.5,50.4,20.5,93.50,10.8,2010
Jose Calderon,TOR,29,68,18,50,30.9,105.8,110.2,-4.5,41.2,4.09,43.6,1.5,8.8,5.0,10.7,48.7,52.2,16.4,95.64,11.8,2010
Josh Childress,PHX,28,54,23,31,16.6,105.1,111.9,-6.8,7.2,0.95,12.9,8.0,10.2,9.1,13.5,56.8,56.7,13.9,95.11,8.1,2010
Josh Howard,WAS,31,18,3,15,22.7,97.9,106.9,-9.0,9.5,1.20,10.6,3.9,14.4,8.7,8.8,38.0,41.6,21.1,97.62,6.0,2010
Jrue Holiday,PHI,21,82,41,41,35.4,106.8,103.9,2.9,28.2,2.44,29.0,2.5,9.5,6.0,11.9,48.7,52.5,20.4,93.49,10.5,2010
Keith Bogans,CHI,31,82,62,20,17.8,107.4,101.6,5.8,9.8,2.46,21.7,1.4,9.3,5.4,8.8,55.0,55.9,11.4,91.28,5.8,2010
Kevin Martin,HOU,28,80,42,38,32.5,111.6,108.2,3.4,12.8,1.08,10.3,1.1,9.0,5.0,9.6,50.6,60.1,28.9,96.83,13.0,2010
Keyon Dooling,MIL,31,80,35,45,22.0,101.3,98.4,2.9,22.6,2.67,27.3,0.7,6.2,3.5,10.2,47.5,50.9,17.1,91.36,8.6,2010
Kirk Hinrich,ATL,30,72,24,48,30.0,98.8,108.2,-9.4,22.1,2.38,26.8,1.0,8.0,4.4,11.2,50.6,54.3,16.7,92.58,8.6,2010
Kobe Bryant,LAL,32,82,57,25,33.9,111.5,104.2,7.3,25.8,1.60,15.5,3.1,12.1,7.7,9.7,48.7,54.8,34.3,92.36,15.6,2010
Kyle Korver,CHI,30,82,62,20,20.1,107.3,99.3,8.0,12.1,2.07,16.1,0.8,8.4,4.7,7.8,54.2,57.2,17.6,91.93,8.9,2010
Kyle Lowry,HOU,25,75,40,35,34.2,111.4,105.6,5.8,28.9,3.16,31.7,3.5,8.8,6.1,10.0,50.6,55.0,18.4,95.99,10.7,2010
Kyle Weaver,UTA,25,5,1,4,13.9,85.7,84.4,1.3,21.2,1.00,16.3,2.6,11.6,6.9,16.3,42.0,49.1,23.2,92.76,11.6,2010
Lance Stephenson,IND,20,12,3,9,9.6,97.5,94.3,3.2,30.9,1.31,25.6,0.8,12.7,6.9,19.5,33.3,41.0,21.7,101.07,5.7,2010
Landry Fields,NYK,23,82,42,40,31.0,110.4,108.7,1.6,8.7,1.45,16.7,4.3,16.5,10.5,11.5,56.8,59.8,13.4,97.53,9.8,2010
Larry Owens,WAS,28,12,7,5,11.9,97.6,93.1,4.5,8.9,1.60,16.3,0.7,10.1,5.3,10.2,56.3,55.6,12.3,96.85,7.3,2010
Leandro Barbosa,TOR,28,58,17,41,24.0,105.3,110.2,-4.8,14.7,1.42,13.0,1.0,6.2,3.6,9.2,50.5,53.9,24.9,95.68,9.3,2010
Lester Hudson,WAS,26,11,3,8,6.7,82.6,87.0,-4.4,44.7,2.43,34.7,1.2,6.0,3.4,14.3,33.3,34.9,19.5,97.53,4.3,2010
Lou Williams,PHI,24,75,39,36,23.3,103.7,101.5,2.2,24.8,2.47,19.4,1.9,6.6,4.3,7.8,46.2,54.0,27.0,94.69,12.2,2010
Luke Ridnour,MIN,30,71,13,58,30.4,103.6,109.0,-5.4,27.4,2.43,30.1,1.7,7.4,4.5,12.4,52.8,56.7,17.4,98.20,10.4,2010
Luther Head,SAC,28,36,8,28,16.3,100.0,108.8,-8.8,19.4,2.19,24.6,2.7,7.9,5.3,11.3,49.1,53.8,16.1,94.31,8.3,2010
Manny Harris,CLE,21,54,7,47,17.3,97.1,110.1,-13.0,15.3,1.35,17.7,3.7,11.7,7.5,13.2,43.3,48.6,18.6,94.88,7.3,2010
Manu Ginobili,SAS,33,80,61,19,30.3,111.8,100.7,11.0,24.9,2.26,22.5,1.9,10.3,6.3,9.9,50.9,58.1,24.8,96.55,13.8,2010
Marco Belinelli,NOH,25,80,44,36,24.5,106.7,105.0,1.6,7.7,1.19,10.1,0.9,7.7,4.3,8.4,53.4,56.0,19.5,90.78,7.2,2010
Marcus Banks,TOR,29,3,1,2,7.3,108.7,89.1,19.6,18.8,1.50,27.3,0.0,4.8,2.6,18.2,0.0,54.3,14.8,101.52,1.4,2010
Marcus Thornton,SAC,24,73,37,36,24.3,101.3,104.4,-3.1,13.3,1.45,12.1,3.4,11.5,7.4,8.3,48.8,52.5,24.1,95.38,11.3,2010
Mario Chalmers,MIA,25,70,52,18,22.6,108.8,100.5,8.4,17.2,1.95,26.1,0.8,8.3,4.8,13.4,50.6,53.8,14.6,92.53,7.1,2010
Mario West,NJN,27,6,1,5,19.3,105.8,105.7,0.2,12.3,5.00,28.6,1.7,10.1,5.3,5.7,45.2,47.4,9.8,93.76,5.0,2010
Marquis Daniels,BOS,30,49,37,12,19.1,98.6,98.4,0.2,11.3,1.68,17.9,2.9,10.2,6.6,10.6,50.0,52.7,14.6,92.62,9.2,2010
Martell Webster,MIN,24,46,7,39,23.8,101.6,112.2,-10.5,7.9,0.91,10.5,3.1,10.8,6.8,11.5,52.8,57.5,17.7,97.69,7.8,2010
Matt Carroll,CHA,30,54,24,30,10.8,98.3,105.1,-6.8,6.8,1.00,8.7,2.1,10.6,6.2,8.7,49.0,53.0,18.5,93.98,8.1,2010
Maurice Ager,MIN,27,4,1,3,7.2,91.4,100.0,-8.6,6.3,0.25,6.3,0.0,8.0,3.3,25.0,68.2,68.2,20.8,96.83,7.4,2010
Maurice Evans,WAS,32,73,36,37,21.2,98.3,106.4,-8.2,4.6,1.36,8.5,3.2,7.0,5.0,6.2,48.2,51.3,13.7,95.56,5.2,2010
Michael Redd,MIL,31,10,6,4,13.4,108.1,104.6,3.4,13.2,3.00,19.0,0.0,6.3,3.1,6.3,44.4,47.0,17.3,92.73,6.7,2010
Mickael Pietrus,PHX,29,57,33,24,19.4,99.6,100.3,-0.7,5.2,0.85,7.1,1.4,10.0,5.8,8.4,50.8,52.6,17.8,93.82,6.7,2010
Mike Bibby,MIA,33,80,49,31,28.6,108.5,105.3,3.2,17.3,2.62,27.4,0.8,8.2,4.6,10.4,56.3,57.0,14.4,90.52,7.2,2010
Mike Conley,MEM,23,81,46,35,35.5,109.2,103.8,5.4,27.3,3.00,29.8,1.2,7.9,4.5,9.9,48.6,52.1,19.4,92.94,10.8,2010
Mike Dunleavy,IND,30,61,28,33,27.6,104.2,101.6,2.6,9.7,1.52,14.1,1.6,14.2,8.0,9.2,56.0,59.3,16.6,97.46,10.7,2010
Mo Williams,LAC,28,58,19,39,30.8,100.7,110.5,-9.8,36.1,2.22,28.2,1.2,7.7,4.3,12.7,45.3,50.3,24.2,94.94,9.5,2010
Monta Ellis,GSW,25,80,35,45,40.3,106.7,110.1,-3.3,23.4,1.79,18.0,1.4,7.6,4.4,10.1,49.3,53.6,27.8,96.31,11.5,2010
Morris Peterson,OKC,33,4,2,2,5.7,102.1,87.2,14.8,5.3,0.00,16.7,0.0,13.6,6.8,0.0,40.0,40.0,9.3,99.42,0.0,2010
Mustafa Shakur,WAS,26,22,5,17,7.2,97.2,99.4,-2.2,25.8,1.39,22.9,4.5,10.0,7.2,16.5,36.4,38.9,22.8,97.44,4.8,2010
Nate Robinson,OKC,27,59,44,15,17.2,101.1,99.7,1.4,18.3,1.63,19.3,1.7,7.7,4.8,11.8,48.5,50.7,21.2,93.09,6.9,2010
Nick Young,WAS,26,64,14,50,31.8,100.7,107.9,-7.2,6.6,0.83,6.3,1.3,7.6,4.3,7.5,49.7,53.8,24.0,96.01,8.9,2010
O.J. Mayo,MEM,23,71,37,34,26.3,107.7,105.1,2.6,11.6,1.46,14.0,1.9,7.6,4.7,9.5,47.1,49.9,20.8,95.13,7.6,2010
Orien Greene,NJN,29,3,0,3,1.8,136.4,90.9,45.5,16.7,0.00,25.0,0.0,0.0,0.0,0.0,50.0,52.1,17.6,99.62,17.6,2010
Othyus Jeffers,WAS,25,17,8,9,19.0,108.3,104.4,3.9,8.8,1.43,16.5,7.8,13.2,10.5,11.6,48.5,54.6,13.1,97.81,8.2,2010
Pape Sy,ATL,23,3,0,3,7.0,88.4,102.3,-13.9,22.2,0.67,16.7,8.7,6.3,7.7,25.0,33.3,47.8,20.4,99.51,5.8,2010
Patty Mills,POR,22,64,40,24,12.2,97.3,105.0,-7.6,26.1,1.76,21.0,2.3,4.6,3.4,11.9,48.3,50.6,23.1,93.98,8.5,2010
Pooh Jeter,SAC,27,62,16,46,13.8,99.4,105.5,-6.1,28.1,3.18,33.2,1.0,7.1,3.9,10.5,42.1,46.0,15.5,100.86,8.6,2010
Quinton Ross,NJN,30,36,7,29,9.8,96.8,91.3,5.4,4.5,1.43,12.2,2.9,5.5,4.2,8.5,44.1,43.7,9.2,93.96,1.0,2010
Raja Bell,UTA,34,68,34,34,30.8,105.6,110.7,-5.1,8.3,1.87,17.0,1.5,7.2,4.4,9.1,48.2,52.8,12.5,93.20,4.9,2010
Rajon Rondo,BOS,25,68,47,21,37.2,108.6,99.8,8.9,44.8,3.25,44.2,4.1,8.6,6.5,13.6,48.2,49.5,17.9,92.18,13.1,2010
Ramon Sessions,CLE,25,81,19,62,26.3,101.3,112.8,-11.5,35.1,2.35,26.8,2.1,10.0,6.0,11.4,46.8,55.9,23.7,95.52,13.5,2010
Randy Foye,LAC,27,63,28,35,24.6,102.8,108.9,-6.1,18.0,1.79,19.9,0.9,5.9,3.4,11.1,45.5,51.6,19.5,94.85,7.3,2010
Rasual Butler,CHI,32,47,17,30,16.4,95.0,101.9,-6.9,5.9,1.13,9.1,1.3,8.8,5.0,8.1,43.0,44.6,15.4,95.28,4.8,2010
Ray Allen,BOS,35,80,55,25,36.1,108.0,99.7,8.2,12.2,1.87,15.8,2.1,8.0,5.2,8.5,57.7,61.5,19.2,91.42,11.2,2010
Raymond Felton,DEN,27,75,44,31,36.5,109.5,107.3,2.2,34.7,2.83,32.2,1.8,8.1,5.0,11.4,48.3,52.4,21.0,97.89,11.5,2010
Reggie Williams,GSW,24,80,36,44,20.3,105.0,107.3,-2.4,11.8,2.12,15.0,2.7,10.4,6.6,7.1,55.8,58.5,18.4,96.40,9.9,2010
Richard Hamilton,DET,33,55,19,36,27.2,105.4,110.3,-4.9,19.9,1.94,17.1,1.7,7.6,4.5,8.8,47.0,52.0,25.5,90.97,9.6,2010
Rodney Stuckey,DET,25,70,25,45,31.2,108.7,110.6,-1.9,27.0,2.33,24.1,3.3,7.5,5.3,10.3,45.5,54.4,23.8,90.50,11.2,2010
Rodrigue Beaubois,DAL,23,28,19,9,17.7,98.9,99.6,-0.7,21.3,1.36,18.4,1.4,9.3,5.4,13.5,47.8,50.0,25.0,98.29,6.4,2010
Roger Mason Jr.,NYK,30,26,10,16,12.3,98.6,107.5,-9.0,9.9,3.33,19.0,1.5,12.5,6.8,5.7,44.2,46.1,11.8,95.77,5.5,2010
Ronnie Brewer,CHI,26,81,61,20,22.0,101.8,93.9,7.9,12.6,2.55,20.6,3.2,11.3,7.3,8.1,48.7,51.8,13.7,92.55,11.2,2010
Ronnie Price,UTA,28,59,31,28,12.1,102.3,100.5,1.8,12.3,1.02,16.5,3.2,6.0,4.6,16.2,40.0,43.4,18.0,90.94,2.0,2010
Royal Ivey,OKC,29,25,20,5,6.2,94.5,102.8,-8.3,7.7,1.40,14.0,1.2,8.7,4.9,10.0,51.3,52.7,12.1,96.96,5.4,2010
