PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,YEAR
Chris Wilcox,BOS,30,61,33,28,13.6,4.2,1.8,2.5,71.9,0.0,0.0,0.0,0.6,1.0,67.2,0.9,2.0,3.0,0.4,0.6,0.5,0.5,2.0,10.7,0,0,-0.8,2012
Matt Bonner,SAS,33,68,47,21,13.4,4.2,1.6,3.4,48.7,0.8,1.8,44.2,0.2,0.2,73.3,0.4,1.5,1.9,0.5,0.2,0.3,0.3,1.3,8.7,1,0,1.2,2012
Kendrick Perkins,OKC,28,78,58,20,25.1,4.2,1.8,4.0,45.7,0.0,0.0,0.0,0.6,0.9,61.1,1.4,4.6,6.0,1.4,1.4,0.6,1.1,2.9,17.0,0,0,5.2,2012
Greg Stiemsma,MIN,27,76,28,48,15.9,4.0,1.7,3.7,45.7,0.0,0.0,0.0,0.7,0.9,76.8,0.8,2.6,3.4,0.4,0.8,0.6,1.2,2.4,13.3,1,0,-1.1,2012
Jeff Ayres,IND,26,37,24,13,10.0,3.9,1.6,3.4,48.4,0.1,0.1,50.0,0.6,0.6,91.3,0.8,2.0,2.8,0.4,0.6,0.2,0.3,1.2,8.7,1,0,1.5,2012
Gustavo Ayon,MIL,28,55,17,38,13.4,3.7,1.7,3.0,55.1,0.0,0.0,0.0,0.4,0.9,40.0,1.1,2.5,3.6,1.3,0.9,0.4,0.3,1.9,11.3,2,0,-0.1,2012
Brendan Haywood,CHA,33,61,15,46,19.1,3.5,1.5,3.5,43.1,0.0,0.0,0.0,0.5,1.1,45.5,2.0,2.7,4.8,0.5,0.8,0.3,0.8,2.0,12.3,1,0,-2.9,2012
Johan Petro,ATL,27,31,13,18,11.3,3.5,1.5,3.5,43.6,0.0,0.1,25.0,0.4,0.4,91.7,1.1,2.5,3.6,0.5,0.8,0.3,0.3,1.5,9.7,2,0,-3.0,2012
Ryan Hollins,LAC,28,60,43,17,11.1,3.4,1.2,1.9,61.4,0.0,0.0,0.0,1.1,1.5,75.0,0.8,1.5,2.3,0.2,0.7,0.1,0.6,2.2,7.8,0,0,1.0,2012
Drew Gooden,MIL,31,16,9,7,9.5,3.3,1.3,3.8,32.8,0.1,0.3,20.0,0.7,1.0,68.8,0.8,1.1,1.9,0.4,0.6,0.3,0.4,1.3,7.6,0,0,-1.0,2012
Earl Barron,NYK,31,12,1,11,13.2,3.3,1.5,4.3,35.3,0.0,0.0,0.0,0.3,0.6,42.9,1.8,3.3,5.1,0.4,0.9,0.4,0.5,2.0,11.8,1,0,-1.5,2012
Samardo Samuels,CLE,24,18,3,15,10.9,3.2,1.2,3.3,36.7,0.0,0.1,0.0,0.8,1.3,58.3,0.6,1.0,1.6,0.4,0.3,0.2,0.2,1.7,6.4,0,0,-1.4,2012
Viacheslav Kravtsov,DET,25,25,8,17,8.9,3.1,1.3,1.8,71.7,0.0,0.0,0.0,0.4,1.5,29.7,1.0,0.8,1.8,0.4,0.6,0.2,0.4,1.3,6.9,1,0,-0.9,2012
Bernard James,DAL,28,46,24,22,9.9,2.8,1.2,2.2,51.5,0.0,0.0,0.0,0.5,0.9,61.0,1.1,1.7,2.8,0.1,0.4,0.3,0.8,1.4,9.3,0,0,-0.5,2012
Aaron Gray,TOR,28,42,14,28,12.2,2.8,1.1,2.1,53.3,0.0,0.0,0.0,0.5,1.0,52.3,1.1,2.0,3.2,0.8,0.9,0.2,0.1,2.0,7.8,1,0,-2.1,2012
Hamed Haddadi,PHX,28,30,10,20,10.7,2.8,1.2,2.7,42.7,0.0,0.0,0.0,0.5,0.9,51.9,1.4,2.3,3.7,0.4,1.0,0.2,0.9,2.0,10.1,0,0,0.0,2012
Aron Baynes,SAS,26,16,11,5,8.8,2.7,1.1,2.3,50.0,0.0,0.1,0.0,0.4,0.8,58.3,0.8,1.3,2.0,0.3,0.7,0.1,0.4,1.4,6.2,0,0,-0.1,2012
Chuck Hayes,SAC,30,74,27,47,16.3,2.7,1.1,2.6,44.2,0.0,0.0,0.0,0.4,0.6,62.5,1.5,2.5,4.0,1.5,0.6,0.4,0.2,1.5,11.2,0,0,-0.4,2012
Nazr Mohammed,CHI,35,63,33,30,11.0,2.6,1.0,2.9,36.7,0.0,0.0,0.0,0.5,0.7,72.3,1.2,1.9,3.1,0.4,0.4,0.3,0.5,1.5,9.1,2,0,-0.2,2012
Timofey Mozgov,DEN,26,41,27,14,8.9,2.6,1.1,2.1,50.6,0.0,0.0,0.0,0.5,0.6,76.9,1.2,1.4,2.6,0.2,0.6,0.1,0.4,1.4,7.2,1,0,-1.8,2012
Daniel Orton,OKC,22,13,10,3,8.0,2.5,0.9,2.0,46.2,0.0,0.0,0.0,0.7,1.3,52.9,1.0,1.0,2.0,0.3,0.3,0.3,0.2,1.0,6.7,0,0,-1.2,2012
Festus Ezeli,GSW,23,78,44,34,14.4,2.4,0.9,2.2,43.8,0.0,0.0,0.0,0.6,1.0,53.1,1.8,2.2,4.0,0.3,0.8,0.3,0.9,2.0,10.6,0,0,-0.7,2012
Hasheem Thabeet,OKC,26,66,50,16,11.7,2.4,1.0,1.6,60.4,0.0,0.0,0.0,0.5,0.8,60.4,1.0,1.9,3.0,0.2,0.6,0.5,0.9,2.2,9.7,1,0,2.1,2012
Cole Aldrich,SAC,24,45,20,25,8.6,2.2,1.0,1.8,55.0,0.0,0.0,0.0,0.3,0.4,60.0,0.7,2.0,2.7,0.2,0.5,0.1,0.5,1.3,7.1,2,0,0.2,2012
Henry Sims,NOH,23,2,0,2,2.4,2.0,1.0,1.5,66.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0.5,2.7,0,0,0.5,2012
Kwame Brown,PHI,31,22,7,15,12.2,1.9,0.8,1.7,45.9,0.0,0.0,0.0,0.3,0.9,36.8,1.0,2.3,3.4,0.4,0.4,0.3,0.5,1.7,8.3,0,0,-1.8,2012
Ronny Turiaf,LAC,30,65,47,18,10.8,1.9,0.8,1.5,50.5,0.0,0.0,0.0,0.4,1.0,36.5,0.7,1.6,2.3,0.5,0.4,0.3,0.5,1.2,7.5,0,0,0.4,2012
Marcus Camby,NYK,39,24,16,8,10.4,1.8,0.7,2.2,32.1,0.0,0.0,0.0,0.3,0.8,42.1,1.0,2.3,3.3,0.6,0.6,0.3,0.6,1.2,8.6,0,0,-0.7,2012
Josh Harrellson,MIA,24,6,3,3,5.1,1.7,0.7,1.5,44.4,0.2,0.8,20.0,0.2,0.3,50.0,0.5,0.7,1.2,0.0,0.5,0.2,0.2,0.7,3.6,0,0,-0.2,2012
Joel Anthony,MIA,30,62,50,12,9.1,1.4,0.6,1.1,51.5,0.0,0.0,0.0,0.3,0.5,60.7,0.7,1.1,1.9,0.2,0.4,0.2,0.7,0.8,6.3,0,0,0.5,2012
Robert Sacre,LAL,24,32,19,13,6.4,1.3,0.6,1.5,37.5,0.0,0.0,0.0,0.2,0.3,63.6,0.3,0.8,1.1,0.2,0.3,0.0,0.3,1.2,3.5,0,0,-1.6,2012
Luke Zeller,PHX,26,16,6,10,3.6,1.2,0.6,1.6,34.6,0.1,0.3,20.0,0.0,0.0,0.0,0.1,0.6,0.6,0.2,0.0,0.0,0.0,0.3,2.2,0,0,-2.6,2012
Fab Melo,BOS,23,6,3,3,6.0,1.2,0.5,1.0,50.0,0.0,0.0,0.0,0.2,0.7,25.0,0.0,0.5,0.5,0.0,0.2,0.3,0.3,1.2,3.6,0,0,-1.2,2012
Jason Collins,WAS,34,38,19,19,10.1,1.1,0.2,0.8,31.0,0.0,0.0,0.0,0.6,0.8,71.9,0.6,1.0,1.6,0.2,0.5,0.3,0.3,2.2,4.6,0,0,0.1,2012
Jeremy Tyler,ATL,22,21,10,11,3.3,1.0,0.4,1.1,37.5,0.0,0.0,0.0,0.2,0.3,66.7,0.3,0.7,1.0,0.0,0.3,0.0,0.1,0.5,2.4,0,0,0.3,2012
Tim Ohlbrecht,HOU,24,3,3,0,3.9,1.0,0.3,1.0,33.3,0.0,0.0,0.0,0.3,0.3,100,0.0,0.3,0.3,0.3,1.3,0.3,0.0,0.3,1.6,0,0,-2.3,2012
DeSagana Diop,CHA,31,22,3,19,10.3,0.7,0.4,1.2,29.6,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.9,2.3,0.6,0.4,0.2,0.7,0.9,6.9,0,0,-1.2,2012
Dexter Pittman,MEM,25,11,9,2,2.9,0.7,0.4,1.0,36.4,0.0,0.0,0.0,0.0,0.3,0.0,0.6,0.5,1.1,0.0,0.3,0.0,0.0,0.7,1.8,0,0,-2.6,2012
Jarvis Varnado,MIA,25,13,10,3,4.5,0.6,0.2,0.5,42.9,0.0,0.0,0.0,0.2,0.3,50.0,0.2,0.5,0.7,0.2,0.5,0.1,0.2,0.8,2.0,0,0,-1.8,2012
Andris Biedrins,GSW,27,53,28,25,9.3,0.5,0.2,0.4,47.6,0.0,0.0,0.0,0.1,0.2,30.8,0.6,2.2,2.9,0.3,0.3,0.3,0.8,1.9,7.3,0,0,-1.4,2012
Joel Przybilla,MIL,33,12,4,8,5.7,0.2,0.1,0.3,25.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,1.3,1.8,0.3,0.3,0.1,0.2,0.8,3.2,0,0,-3.8,2012
Darko Milicic,BOS,28,1,0,1,4.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,-0.8,0,0,-3.0,2012
Kevin Love,MIN,23,55,24,31,39.0,26.0,8.6,19.3,44.8,1.9,5.1,37.2,6.9,8.4,82.4,4.1,9.2,13.3,2.0,2.3,0.9,0.5,2.8,46.8,48,0,0.5,2011
Dwight Howard,ORL,26,54,33,21,38.3,20.6,7.7,13.4,57.3,0.0,0.1,0.0,5.2,10.6,49.1,3.7,10.8,14.5,1.9,3.2,1.5,2.1,2.9,48.6,43,0,3.3,2011
David Lee,GSW,29,57,22,35,37.2,20.1,8.1,16.2,50.3,0.0,0.1,0.0,3.8,4.9,78.2,3.0,6.6,9.6,2.8,2.6,0.9,0.4,3.1,37.2,27,1,-2.5,2011
Andrea Bargnani,TOR,26,31,13,18,33.3,19.5,6.7,15.6,43.2,1.1,3.7,29.6,4.9,5.6,87.3,0.8,4.8,5.5,2.0,2.2,0.6,0.5,1.7,30.0,2,0,-1.4,2011
Brook Lopez,NJN,24,5,2,3,27.2,19.2,7.6,15.4,49.4,0.0,0.0,0.0,4.0,6.4,62.5,1.6,2.0,3.6,1.2,1.2,0.2,0.8,1.6,27.1,0,0,-5.4,2011
Al Jefferson,UTA,27,61,32,29,34.0,19.2,8.5,17.2,49.2,0.0,0.1,25.0,2.2,2.9,77.4,2.2,7.4,9.6,2.2,1.0,0.8,1.7,2.5,40.2,31,0,2.6,2011
Andrew Bynum,LAL,24,60,38,22,35.2,18.7,7.4,13.3,55.8,0.0,0.1,20.0,3.9,5.6,69.2,3.2,8.6,11.8,1.4,2.5,0.5,1.9,1.7,39.6,37,0,1.9,2011
DeMarcus Cousins,SAC,21,64,20,44,30.5,18.1,7.0,15.6,44.8,0.0,0.2,14.3,4.1,5.8,70.2,4.1,6.8,11.0,1.6,2.7,1.5,1.2,4.0,38.9,36,0,-2.8,2011
Amar'e Stoudemire,NYK,29,47,22,25,32.8,17.5,6.7,13.9,48.3,0.1,0.4,23.8,4.0,5.2,76.5,2.3,5.6,7.8,1.1,2.4,0.8,1.0,2.9,31.5,16,0,-0.9,2011
Pau Gasol,LAL,31,65,41,24,37.4,17.4,7.1,14.1,50.1,0.1,0.4,25.9,3.1,4.0,78.2,2.8,7.6,10.4,3.6,2.2,0.6,1.4,2.0,38.9,42,1,2.4,2011
Kevin Garnett,BOS,36,60,37,23,31.1,15.8,6.5,13.0,50.3,0.1,0.2,33.3,2.7,3.2,85.7,1.1,7.1,8.2,2.9,1.8,0.9,1.0,2.4,34.1,21,0,4.5,2011
Marcin Gortat,PHX,28,66,33,33,32.0,15.4,6.5,11.7,55.5,0.0,0.0,0.0,2.5,3.8,64.9,2.8,7.2,10.0,0.9,1.4,0.7,1.5,2.2,34.1,31,0,1.4,2011
Greg Monroe,DET,22,66,25,41,31.5,15.4,6.2,11.8,52.1,0.0,0.0,0.0,3.0,4.1,73.9,3.6,6.0,9.7,2.3,2.4,1.3,0.7,2.7,33.8,30,0,-3.1,2011
Marc Gasol,MEM,27,65,40,25,36.5,14.6,5.5,11.4,48.2,0.0,0.2,8.3,3.6,4.9,74.8,1.8,7.1,8.9,3.1,1.9,1.0,1.9,3.1,36.6,24,0,4.2,2011
Nikola Pekovic,MIN,26,47,19,28,26.9,13.9,5.4,9.7,56.4,0.0,0.0,0.0,3.0,4.0,74.3,3.9,3.5,7.4,0.7,1.9,0.6,0.7,2.1,25.7,16,0,-1.0,2011
Nene,WAS,29,39,23,16,28.5,13.7,5.4,10.1,53.7,0.0,0.1,0.0,2.9,4.3,67.3,1.6,5.8,7.5,2.1,2.5,1.1,1.0,2.4,29.4,8,0,2.6,2011
Drew Gooden,MIL,30,56,26,30,26.2,13.7,5.1,11.7,43.7,0.3,1.0,29.1,3.1,3.7,84.6,2.3,4.2,6.5,2.6,1.9,0.8,0.6,2.0,27.7,13,1,-2.8,2011
Chris Kaman,NOH,30,47,16,31,29.2,13.1,5.7,12.7,44.6,0.0,0.0,0.0,1.8,2.3,78.5,1.9,5.9,7.7,2.1,2.7,0.5,1.6,2.3,29.4,15,0,-1.3,2011
Roy Hibbert,IND,25,65,41,24,29.8,12.8,5.1,10.3,49.7,0.0,0.0,0.0,2.6,3.7,71.1,3.3,5.5,8.8,1.7,2.0,0.5,2.0,3.0,31.3,21,0,3.3,2011
Al Horford,ATL,26,11,7,4,31.6,12.4,5.2,9.4,55.3,0.0,0.1,0.0,2.0,2.7,73.3,2.4,4.6,7.0,2.2,1.5,0.9,1.3,1.9,29.1,2,0,4.7,2011
Andrew Bogut,MIL,27,12,7,5,30.3,11.3,5.1,11.3,44.9,0.0,0.1,0.0,1.2,1.9,60.9,1.8,6.5,8.3,2.6,2.0,1.0,2.0,3.0,32.2,3,0,1.6,2011
JaVale McGee,DEN,24,61,22,39,25.2,11.3,5.0,9.0,55.6,0.0,0.0,0.0,1.3,2.7,46.1,2.7,5.1,7.8,0.5,1.4,0.6,2.2,2.7,28.3,15,0,-5.0,2011
Tyson Chandler,NYK,29,62,34,28,33.2,11.3,3.9,5.7,67.9,0.0,0.0,0.0,3.5,5.1,68.9,3.4,6.5,9.9,0.9,1.6,0.9,1.4,3.0,29.8,20,0,2.0,2011
Anderson Varejao,CLE,29,25,10,15,31.4,10.8,4.6,8.9,51.4,0.0,0.2,0.0,1.7,2.6,67.2,4.4,7.1,11.5,1.7,1.8,1.4,0.7,2.5,31.6,14,0,-0.7,2011
Channing Frye,PHX,29,64,33,31,26.1,10.5,4.0,9.6,41.6,1.4,4.1,34.6,1.1,1.3,89.0,1.1,4.8,5.9,1.4,1.0,0.7,1.1,2.8,24.0,9,0,2.6,2011
Joakim Noah,CHI,27,64,48,16,30.4,10.2,3.9,7.7,50.8,0.0,0.0,0.0,2.4,3.2,74.8,3.8,6.0,9.8,2.5,1.4,0.6,1.4,2.5,30.5,24,1,4.5,2011
Jason Smith,NOH,26,40,13,27,23.7,9.9,4.5,8.7,52.0,0.0,0.2,11.1,0.8,1.2,70.2,1.8,3.1,4.9,0.9,1.0,0.5,1.0,2.6,20.7,4,0,-0.8,2011
Emeka Okafor,NOH,29,27,4,23,28.9,9.9,4.2,7.9,53.3,0.0,0.0,0.0,1.4,2.7,51.4,2.6,5.3,7.9,0.9,1.4,0.6,1.0,2.7,23.9,5,0,-4.9,2011
Spencer Hawes,PHI,24,37,22,15,24.9,9.6,4.2,8.6,48.9,0.1,0.3,25.0,1.1,1.5,72.7,2.1,5.2,7.3,2.6,1.5,0.4,1.3,2.7,26.0,8,0,1.8,2011
DeJuan Blair,SAS,23,64,48,16,21.3,9.5,4.2,7.9,53.4,0.0,0.0,0.0,1.1,1.9,61.3,2.4,3.1,5.5,1.2,1.4,0.9,0.2,2.6,19.8,8,0,0.5,2011
Byron Mullens,CHA,23,65,7,58,22.5,9.3,3.9,9.1,42.5,0.2,0.8,23.5,1.4,1.7,82.1,1.5,3.6,5.0,0.9,1.1,0.3,0.8,2.1,18.9,6,0,-5.6,2011
Tiago Splitter,SAS,27,59,44,15,19.0,9.3,3.6,5.8,61.8,0.0,0.0,0.0,2.1,3.1,69.1,1.6,3.6,5.2,1.1,1.5,0.4,0.8,2.3,19.2,2,0,3.4,2011
Tyler Hansbrough,IND,26,66,42,24,21.8,9.3,2.9,7.3,40.5,0.0,0.0,0.0,3.4,4.2,81.3,1.7,2.7,4.4,0.5,1.0,0.8,0.1,2.4,17.1,2,0,-0.4,2011
Glen Davis,ORL,26,61,33,28,23.4,9.3,3.7,8.8,42.1,0.0,0.2,14.3,1.9,2.7,68.3,1.8,3.7,5.4,0.8,1.2,0.7,0.3,1.7,18.8,6,0,-1.0,2011
Serge Ibaka,OKC,22,66,47,19,27.1,9.1,4.0,7.4,53.5,0.0,0.0,33.3,1.2,1.8,66.1,2.9,4.6,7.5,0.4,1.2,0.5,3.7,2.7,30.1,12,1,3.1,2011
Derrick Favors,UTA,20,65,35,30,21.2,8.8,3.4,6.8,49.9,0.0,0.0,0.0,1.9,3.0,64.9,2.4,4.1,6.5,0.7,1.6,0.6,1.0,2.2,20.8,13,0,-0.3,2011
Marreese Speights,MEM,24,60,38,22,22.4,8.8,3.7,8.1,45.3,0.0,0.1,0.0,1.4,1.8,77.1,2.2,4.0,6.2,0.8,1.2,0.4,0.5,2.5,18.7,7,0,-1.2,2011
Tristan Thompson,CLE,21,60,18,42,23.7,8.2,3.2,7.4,43.9,0.0,0.0,0.0,1.8,3.2,55.2,3.1,3.4,6.5,0.5,1.4,0.5,1.0,2.2,19.8,9,0,-5.2,2011
Kevin Seraphin,WAS,22,57,16,41,20.6,7.9,3.6,6.7,53.1,0.0,0.0,0.0,0.8,1.2,67.1,1.8,3.1,4.9,0.6,1.2,0.3,1.3,2.3,18.6,5,0,-0.6,2011
Zaza Pachulia,ATL,28,58,34,24,28.3,7.8,2.9,5.8,49.9,0.0,0.0,0.0,2.0,2.7,74.1,2.7,5.2,7.9,1.4,1.4,0.9,0.5,3.0,22.3,11,0,1.4,2011
Patrick Patterson,HOU,23,64,33,31,23.2,7.7,3.5,8.0,44.0,0.0,0.0,0.0,0.6,0.9,70.2,1.8,2.7,4.5,0.8,0.8,0.4,0.6,1.8,16.4,1,0,-0.7,2011
Mehmet Okur,NJN,33,17,6,11,26.7,7.6,3.1,8.2,37.4,1.4,4.2,31.9,0.2,0.3,60.0,1.3,3.5,4.8,1.8,1.5,0.5,0.3,2.6,17.0,0,0,-7.4,2011
Samuel Dalembert,HOU,32,65,34,31,22.3,7.5,3.1,6.1,50.6,0.0,0.0,0.0,1.4,1.7,79.6,2.4,4.6,7.0,0.5,1.3,0.6,1.7,2.5,22.3,10,0,0.8,2011
DeAndre Jordan,LAC,23,66,40,26,27.2,7.4,3.1,4.9,63.2,0.0,0.0,0.0,1.1,2.1,52.5,3.1,5.2,8.3,0.3,1.1,0.5,2.0,2.9,24.0,8,0,2.4,2011
Amir Johnson,TOR,25,64,22,42,24.3,7.1,3.1,5.3,57.6,0.0,0.1,40.0,0.9,1.3,69.0,2.3,4.0,6.4,1.2,1.5,0.5,1.1,3.3,19.9,8,0,0.3,2011
Matt Bonner,SAS,32,65,49,16,20.4,6.6,2.4,5.4,44.0,1.6,3.8,42.0,0.2,0.3,76.2,0.4,2.8,3.3,0.9,0.2,0.2,0.3,1.0,13.4,1,0,5.6,2011
Boris Diaw,SAS,30,57,23,34,25.0,6.4,2.7,6.2,44.4,0.5,1.7,31.3,0.4,0.6,62.9,1.2,3.7,4.9,3.6,2.0,0.6,0.4,2.2,18.8,3,0,-3.5,2011
Kwame Brown,GSW,30,9,3,6,20.8,6.3,2.3,4.4,52.5,0.0,0.0,0.0,1.7,3.8,44.1,1.8,4.6,6.3,0.4,1.6,0.9,0.0,2.3,15.7,0,0,-3.1,2011
Gustavo Ayon,NOH,27,54,18,36,20.2,5.9,2.6,4.8,53.6,0.0,0.0,0.0,0.7,1.2,61.9,1.6,3.3,4.9,1.4,0.9,1.0,0.9,2.2,18.5,2,0,-0.4,2011
Ian Mahinmi,DAL,25,61,36,25,18.7,5.8,2.1,3.9,54.6,0.0,0.0,0.0,1.5,2.4,63.9,1.8,3.0,4.7,0.2,0.8,0.6,0.5,2.9,14.4,0,0,1.1,2011
Ekpe Udoh,MIL,25,23,12,11,20.1,5.7,2.0,4.8,40.9,0.0,0.1,0.0,1.7,2.2,80.0,1.8,2.8,4.7,1.1,0.8,0.7,1.6,2.6,18.9,0,0,2.6,2011
Nikola Vucevic,PHI,21,51,26,25,15.9,5.5,2.6,5.7,45.0,0.1,0.2,37.5,0.4,0.7,52.9,1.7,3.1,4.8,0.6,0.6,0.4,0.7,2.2,14.8,2,0,0.5,2011
Kosta Koufos,DEN,23,48,28,20,16.5,5.5,2.4,4.0,59.9,0.0,0.0,0.0,0.7,1.1,60.0,2.0,3.4,5.4,0.3,0.7,0.5,0.9,2.0,15.8,3,0,2.1,2011
Robin Lopez,PHX,24,64,32,32,14.0,5.4,1.9,4.2,46.1,0.0,0.0,0.0,1.6,2.2,71.4,1.4,1.9,3.3,0.3,0.7,0.3,0.9,2.0,12.8,0,0,-1.0,2011
Timofey Mozgov,DEN,25,44,26,18,15.6,5.4,2.3,4.3,52.6,0.0,0.0,0.0,0.9,1.3,68.4,1.2,2.9,4.1,0.5,1.2,0.3,1.0,2.0,13.7,0,0,-1.4,2011
Chris Wilcox,BOS,29,28,15,13,17.2,5.4,2.3,3.8,59.8,0.0,0.0,0.0,0.9,1.4,61.5,1.4,3.0,4.4,0.4,1.1,0.4,0.3,2.3,12.4,0,0,-1.6,2011
Samardo Samuels,CLE,23,54,15,39,15.3,5.4,1.9,4.3,45.5,0.0,0.0,0.0,1.5,2.2,70.1,1.2,2.2,3.3,0.4,1.0,0.4,0.4,2.1,11.1,1,0,-1.9,2011
Chris Andersen,DEN,33,32,16,16,15.2,5.3,1.8,3.4,54.6,0.0,0.0,0.0,1.6,2.6,61.0,1.5,3.1,4.6,0.2,0.5,0.6,1.4,1.6,16.6,0,0,0.8,2011
Brendan Haywood,DAL,32,54,31,23,21.2,5.2,2.2,4.2,51.8,0.0,0.0,0.0,0.8,1.8,46.9,2.6,3.4,6.0,0.4,0.9,0.4,1.0,2.2,16.4,2,0,0.4,2011
Bismack Biyombo,CHA,19,63,7,56,23.1,5.2,2.0,4.4,46.4,0.0,0.0,0.0,1.1,2.3,48.3,1.8,4.0,5.8,0.4,1.1,0.3,1.8,2.3,18.1,5,0,-7.3,2011
Kendrick Perkins,OKC,27,65,46,19,26.8,5.1,2.0,4.0,48.9,0.0,0.0,0.0,1.1,1.7,65.2,1.8,4.7,6.6,1.2,1.8,0.4,1.1,2.9,17.4,2,0,2.2,2011
Jermaine O'Neal,BOS,33,25,11,14,22.8,5.0,2.1,4.8,43.3,0.0,0.0,0.0,0.8,1.2,67.7,1.5,3.9,5.4,0.4,0.8,0.3,1.7,3.2,17.4,1,0,0.5,2011
Jordan Hill,LAL,24,39,21,18,14.1,5.0,2.1,4.2,49.7,0.0,0.1,0.0,0.8,1.2,63.8,1.6,3.2,4.8,0.4,0.8,0.4,0.7,1.8,13.7,5,0,-0.9,2011
Jeremy Tyler,GSW,21,42,14,28,13.5,4.9,2.1,5.0,42.1,0.0,0.0,0.0,0.7,1.2,55.8,1.3,2.0,3.3,0.4,0.9,0.4,0.5,2.0,11.2,1,0,-2.8,2011
Marcus Camby,HOU,38,59,28,31,22.9,4.9,2.2,4.9,44.6,0.0,0.1,40.0,0.5,1.1,45.3,2.7,6.3,9.0,1.8,1.0,0.8,1.4,2.1,24.3,7,0,0.6,2011
Darko Milicic,MIN,27,29,14,15,16.3,4.6,2.0,4.5,45.4,0.0,0.0,0.0,0.6,1.3,43.2,1.2,2.1,3.3,0.6,1.1,0.3,0.9,2.0,11.9,0,0,-1.5,2011
Shelden Williams,NJN,28,58,20,38,22.0,4.6,1.7,3.5,47.8,0.0,0.0,0.0,1.3,1.8,73.1,2.4,3.6,6.0,0.6,1.1,0.8,0.7,2.6,16.1,3,0,-4.1,2011
Enes Kanter,UTA,20,66,36,30,13.2,4.6,1.8,3.6,49.6,0.0,0.0,0.0,1.1,1.6,66.7,1.6,2.6,4.2,0.1,0.8,0.3,0.3,1.3,10.9,1,0,-2.0,2011
Darryl Watkins,NOH,27,5,2,3,19.5,4.6,1.4,2.8,50.0,0.0,0.0,0.0,1.8,3.6,50.0,1.6,3.8,5.4,0.6,1.6,1.0,0.8,2.8,15.8,1,0,-5.8,2011
Jordan Williams,NJN,21,43,10,33,14.8,4.6,1.8,3.5,50.7,0.0,0.0,0.0,1.0,1.5,65.2,1.5,2.1,3.6,0.3,0.5,0.5,0.3,1.4,11.3,2,0,0.4,2011
Nick Collison,OKC,31,63,44,19,20.7,4.5,1.9,3.2,59.7,0.0,0.0,0.0,0.7,1.0,71.0,1.9,2.5,4.3,1.3,1.0,0.5,0.4,2.4,13.6,1,0,4.2,2011
Josh Harrellson,NYK,23,37,18,19,14.6,4.4,1.7,4.0,42.3,0.5,1.6,33.9,0.4,0.7,61.5,1.3,2.6,3.9,0.3,0.5,0.6,0.5,1.3,12.4,1,0,2.6,2011
Johan Petro,NJN,26,59,16,43,15.6,4.2,1.8,4.4,41.9,0.0,0.0,100,0.5,0.6,83.8,1.2,2.6,3.8,0.8,0.6,0.4,0.4,2.1,11.5,0,0,-2.5,2011
Lavoy Allen,PHI,23,41,22,19,15.2,4.1,1.9,4.1,47.3,0.0,0.0,0.0,0.3,0.3,78.6,1.1,3.0,4.2,0.8,0.5,0.3,0.4,1.8,12.2,0,0,1.1,2011
Aaron Gray,TOR,27,49,17,32,16.6,3.9,1.7,3.3,51.6,0.0,0.0,0.0,0.5,1.0,53.2,1.7,4.0,5.7,0.6,1.0,0.4,0.3,2.6,13.0,2,0,-3.1,2011
Sean Williams,BOS,25,11,3,8,9.7,3.6,1.3,2.0,63.6,0.0,0.0,0.0,1.1,1.2,92.3,1.2,1.1,2.3,0.5,0.9,0.4,0.7,1.6,9.4,0,0,2.4,2011
Larry Sanders,MIL,23,52,24,28,12.4,3.6,1.6,3.5,45.7,0.0,0.0,0.0,0.3,0.7,47.4,1.2,1.9,3.1,0.6,0.8,0.6,1.5,2.6,13.6,1,0,1.9,2011
Semih Erden,CLE,25,28,8,20,11.9,3.5,1.4,2.6,52.7,0.0,0.0,0.0,0.8,1.5,51.2,0.7,1.9,2.6,0.3,0.6,0.4,0.2,2.1,8.1,0,0,-2.9,2011
Mikki Moore,GSW,36,7,1,6,16.8,3.4,1.3,2.9,45.0,0.0,0.0,0.0,0.9,1.0,85.7,1.0,2.1,3.1,0.7,1.0,0.4,0.4,3.4,9.8,0,0,-2.3,2011
Joel Anthony,MIA,29,64,45,19,21.1,3.4,1.3,2.4,55.9,0.0,0.0,0.0,0.8,1.1,69.0,1.6,2.3,3.9,0.1,0.7,0.6,1.3,2.0,13.2,0,0,3.8,2011
Ryan Hollins,BOS,27,39,20,19,13.4,3.4,1.2,2.2,54.8,0.0,0.0,0.0,1.0,1.9,52.0,0.9,1.2,2.1,0.2,0.9,0.1,0.4,2.0,7.0,0,0,-0.2,2011
