PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,YEAR
Kendrick Perkins,BOS,25,78,48,30,27.6,10.1,4.0,6.7,60.2,0.0,0.0,0.0,2.1,3.6,58.2,2.0,5.6,7.6,1.0,2.1,0.3,1.7,2.8,24.8,14,0,3.6,2009
Spencer Hawes,SAC,22,72,23,49,26.4,10.0,4.3,9.3,46.8,0.4,1.2,29.9,1.0,1.5,68.9,2.0,4.0,6.1,2.2,1.8,0.4,1.2,2.8,23.6,9,0,-3.1,2009
Brendan Haywood,DAL,30,77,37,40,30.6,9.1,3.6,6.4,56.2,0.0,0.0,0.0,2.0,3.2,62.0,3.6,5.7,9.3,0.6,1.3,0.3,2.1,2.7,27.0,19,0,0.6,2009
Rasheed Wallace,BOS,35,79,49,30,22.5,9.0,3.4,8.2,40.9,1.0,3.7,28.3,1.2,1.6,76.8,0.5,3.6,4.1,1.0,0.8,1.0,0.9,2.8,20.3,0,0,0.7,2009
Brad Miller,CHI,34,82,41,41,23.8,8.8,3.0,7.1,43.0,0.5,1.6,28.0,2.2,2.7,82.7,1.0,3.9,4.9,1.9,1.3,0.5,0.4,2.3,18.8,7,0,-0.2,2009
Marreese Speights,PHI,22,62,24,38,16.4,8.6,3.4,7.2,47.7,0.0,0.1,0.0,1.7,2.3,74.5,1.4,2.7,4.1,0.6,0.8,0.5,0.5,2.5,16.6,3,0,-3.1,2009
Anderson Varejao,CLE,27,76,57,19,28.5,8.6,3.5,6.1,57.2,0.0,0.1,20.0,1.5,2.3,66.3,2.5,5.1,7.6,1.1,0.9,0.9,0.9,2.9,24.0,11,0,6.7,2009
Robin Lopez,PHX,22,51,32,19,19.3,8.4,3.4,5.7,58.8,0.0,0.0,0.0,1.7,2.5,70.4,2.0,2.8,4.9,0.1,0.8,0.2,1.0,2.3,17.4,4,0,1.9,2009
Nenad Krstic,OKC,26,76,48,28,22.9,8.4,3.7,7.4,50.2,0.0,0.1,20.0,1.0,1.4,71.7,1.8,3.3,5.0,0.7,0.8,0.4,0.6,2.3,17.8,3,0,1.5,2009
Samuel Dalembert,PHI,30,82,27,55,25.9,8.1,3.5,6.4,54.5,0.0,0.0,0.0,1.2,1.6,72.9,2.9,6.6,9.6,0.8,1.5,0.5,1.8,3.1,26.3,22,0,-2.6,2009
Nazr Mohammed,CHA,32,58,29,29,17.0,7.9,3.3,5.9,55.3,0.0,0.0,0.0,1.4,2.2,64.8,2.0,3.3,5.2,0.5,0.9,0.3,0.7,1.8,17.0,4,0,-0.2,2009
DeJuan Blair,SAS,21,82,50,32,18.2,7.8,3.4,6.0,55.6,0.0,0.0,0.0,1.1,2.0,54.7,2.4,4.0,6.4,0.8,1.4,0.6,0.5,2.7,18.6,8,0,1.2,2009
Zydrunas Ilgauskas,CLE,35,64,47,17,20.9,7.4,3.0,6.8,44.3,0.2,0.4,47.8,1.2,1.6,74.3,1.8,3.6,5.4,0.8,1.0,0.2,0.8,2.9,17.0,0,0,3.5,2009
Matt Bonner,SAS,30,65,40,25,17.9,7.0,2.6,5.7,44.6,1.4,3.6,39.0,0.5,0.7,72.9,0.8,2.5,3.3,1.0,0.6,0.5,0.4,1.7,14.4,1,0,3.2,2009
Darko Milicic,MIN,25,32,3,29,21.4,6.7,3.1,6.4,49.0,0.0,0.0,0.0,0.5,0.9,53.6,1.5,3.3,4.7,1.5,1.1,0.7,1.1,2.6,18.7,2,0,-3.3,2009
Tyson Chandler,CHA,27,51,28,23,22.8,6.5,2.1,3.7,57.4,0.0,0.0,0.0,2.3,3.1,73.2,2.2,4.0,6.3,0.3,1.8,0.3,1.1,2.7,17.0,5,0,-0.3,2009
JaVale McGee,WAS,22,60,17,43,16.1,6.4,2.6,5.1,50.8,0.0,0.0,0.0,1.2,1.9,63.8,1.5,2.6,4.1,0.2,0.9,0.3,1.7,2.0,16.6,6,0,-2.9,2009
Ryan Hollins,MIN,25,73,13,60,16.8,6.1,2.3,4.2,55.8,0.0,0.0,0.0,1.5,2.2,69.0,1.1,1.8,2.8,0.7,1.3,0.3,0.5,2.7,11.6,0,0,-5.8,2009
Juwan Howard,POR,37,73,44,29,22.3,6.0,2.6,5.1,50.9,0.0,0.0,0.0,0.8,1.0,78.6,1.5,3.1,4.6,0.8,1.0,0.4,0.1,2.6,13.3,2,0,-1.0,2009
Erick Dampier,DAL,34,55,32,23,23.3,6.0,2.4,3.9,62.4,0.0,0.1,33.3,1.1,1.8,60.4,2.3,4.9,7.3,0.6,1.1,0.3,1.4,2.8,19.4,7,0,2.9,2009
Chris Andersen,DEN,31,76,49,27,22.3,5.9,1.9,3.3,56.6,0.0,0.0,0.0,2.2,3.1,69.5,1.9,4.4,6.4,0.4,0.8,0.6,1.9,2.3,20.7,4,0,4.4,2009
Nick Collison,OKC,29,75,46,29,20.8,5.9,2.4,4.1,58.9,0.0,0.1,25.0,1.0,1.4,69.2,2.0,3.1,5.1,0.5,0.8,0.5,0.6,3.1,15.3,2,0,3.6,2009
David Andersen,HOU,30,63,33,30,14.1,5.8,2.3,5.4,43.2,0.4,1.2,34.6,0.7,1.1,68.7,0.9,2.4,3.3,0.7,0.6,0.2,0.2,1.9,11.5,0,0,0.5,2009
Antonio McDyess,SAS,35,77,46,31,21.0,5.8,2.7,5.6,47.9,0.0,0.0,0.0,0.5,0.7,63.2,1.9,4.0,5.9,1.1,1.0,0.6,0.4,1.9,16.4,3,0,2.8,2009
Ben Wallace,DET,35,69,25,44,28.6,5.5,2.3,4.2,54.1,0.0,0.0,0.0,0.9,2.3,40.6,3.6,5.1,8.7,1.5,0.9,1.2,1.2,1.9,24.7,4,0,-0.7,2009
Andris Biedrins,GSW,24,33,10,23,23.1,5.0,2.5,4.2,59.1,0.0,0.0,0.0,0.1,0.8,16.0,1.9,5.9,7.8,1.7,1.0,0.6,1.3,3.5,21.9,1,0,-3.8,2009
Mikki Moore,GSW,34,23,7,16,17.6,5.0,2.3,3.9,60.0,0.0,0.0,0.0,0.3,0.5,63.6,1.1,1.9,3.0,1.6,0.9,0.2,0.6,2.6,12.4,0,0,-5.7,2009
Ronny Turiaf,GSW,27,42,15,27,20.8,4.9,2.0,3.5,58.2,0.0,0.0,0.0,0.9,1.9,47.4,1.3,3.3,4.5,2.1,1.2,0.5,1.3,2.3,17.9,0,0,-0.2,2009
DeAndre Jordan,LAC,21,70,23,47,16.2,4.8,2.1,3.4,60.5,0.0,0.0,0.0,0.7,1.8,37.5,1.7,3.3,5.0,0.3,1.1,0.2,0.9,2.2,13.6,8,0,-3.5,2009
Chris Hunter,GSW,25,60,19,41,13.0,4.5,1.8,3.6,50.2,0.0,0.1,0.0,0.9,1.2,75.4,0.9,1.9,2.8,0.6,0.5,0.2,0.6,2.2,10.7,1,0,0.0,2009
Oleksiy Pecherov,MIN,24,44,6,38,10.2,4.5,1.8,4.3,41.0,0.3,1.2,26.9,0.7,0.7,90.6,0.7,2.1,2.8,0.3,0.7,0.2,0.3,1.3,9.1,1,0,-0.4,2009
Chuck Hayes,HOU,27,82,42,40,21.6,4.4,2.0,4.0,48.9,0.0,0.0,0.0,0.4,0.8,54.5,1.8,3.8,5.7,1.7,0.9,0.9,0.5,2.7,17.1,4,0,0.0,2009
Zaza Pachulia,ATL,26,78,50,28,14.0,4.3,1.5,3.2,48.8,0.0,0.1,0.0,1.2,1.8,65.0,1.5,2.3,3.8,0.5,0.7,0.5,0.4,2.4,11.5,1,0,-0.2,2009
Joel Przybilla,POR,30,30,18,12,22.7,4.1,1.5,2.9,52.3,0.0,0.0,0.0,1.1,1.7,64.7,2.4,5.5,7.9,0.3,1.3,0.3,1.4,3.2,17.8,1,0,1.4,2009
Josh Boone,NJN,25,63,9,54,16.6,4.0,1.9,3.5,52.5,0.0,0.0,0.0,0.3,0.9,32.8,2.0,3.0,5.0,0.5,0.6,0.5,0.8,1.8,13.8,1,0,-3.8,2009
Solomon Jones,IND,25,52,20,32,13.0,4.0,1.5,3.4,44.3,0.0,0.1,0.0,1.0,1.4,71.8,1.0,1.8,2.8,0.6,0.8,0.3,0.7,2.4,10.4,0,0,-2.6,2009
Ian Mahinmi,SAS,23,26,16,10,6.3,3.9,1.3,2.1,63.6,0.0,0.0,0.0,1.2,1.8,66.0,0.5,1.5,2.0,0.1,0.6,0.1,0.3,1.2,7.1,0,0,-0.7,2009
Rasho Nesterovic,TOR,34,42,19,23,9.8,3.9,1.9,3.5,54.4,0.0,0.0,0.0,0.0,0.1,20.0,0.9,1.2,2.1,0.6,0.4,0.2,0.4,1.3,8.9,0,0,-2.5,2009
Shelden Williams,BOS,26,54,36,18,11.1,3.7,1.2,2.2,52.1,0.0,0.0,0.0,1.4,1.8,76.5,0.9,1.8,2.7,0.4,0.6,0.2,0.4,1.6,8.9,1,0,0.6,2009
Eddy Curry,NYK,27,7,3,4,8.9,3.7,1.1,3.0,38.1,0.0,0.0,0.0,1.4,2.4,58.8,0.6,1.3,1.9,0.0,1.9,0.0,0.1,1.9,4.5,0,0,-3.0,2009
Theo Ratliff,CHA,37,49,32,17,16.5,3.6,1.4,3.1,46.1,0.0,0.0,0.0,0.8,1.0,76.0,1.2,2.0,3.2,0.5,0.8,0.2,1.2,1.8,11.9,0,0,-0.3,2009
Marcin Gortat,ORL,26,81,58,23,13.4,3.6,1.5,2.8,53.3,0.0,0.0,0.0,0.6,0.9,68.0,1.3,2.9,4.2,0.2,0.6,0.2,0.9,1.7,11.6,0,0,0.5,2009
Johan Petro,DEN,24,36,23,13,12.1,3.4,1.5,2.8,53.5,0.0,0.0,0.0,0.4,0.6,66.7,0.9,2.7,3.6,0.4,0.6,0.3,0.4,2.2,9.6,2,0,0.3,2009
Jason Smith,PHI,24,56,15,41,11.8,3.4,1.3,3.1,43.1,0.2,0.5,34.5,0.5,0.8,69.0,1.0,1.4,2.4,0.6,0.6,0.4,0.5,2.0,9.2,0,0,-0.9,2009
Sean May,SAC,26,37,13,24,9.0,3.3,1.4,3.0,45.9,0.0,0.1,0.0,0.6,0.9,65.6,0.5,1.4,1.9,0.5,0.5,0.3,0.2,1.2,7.3,0,0,0.3,2009
Kwame Brown,DET,28,48,16,32,13.7,3.3,1.3,2.6,50.0,0.0,0.0,0.0,0.7,2.0,33.7,1.1,2.6,3.7,0.5,0.9,0.3,0.3,1.9,9.2,0,0,-2.2,2009
Etan Thomas,OKC,32,23,13,10,13.9,3.3,1.3,3.0,45.6,0.0,0.0,0.0,0.6,1.0,59.1,0.8,2.0,2.8,0.0,0.8,0.2,0.7,1.7,8.5,0,0,-1.2,2009
Aaron Gray,NOH,25,32,11,21,9.7,3.3,1.3,2.6,51.2,0.0,0.0,0.0,0.6,0.9,71.4,1.4,1.9,3.3,0.7,0.6,0.3,0.3,1.7,9.6,0,0,-0.4,2009
Jeff Foster,IND,33,16,3,13,15.9,3.1,1.4,2.9,47.8,0.0,0.1,0.0,0.3,0.6,55.6,2.1,2.9,5.1,1.3,0.9,0.2,0.3,2.8,11.5,0,0,-0.5,2009
Hasheem Thabeet,MEM,23,68,32,36,13.0,3.1,1.1,1.9,58.8,0.0,0.0,0.0,0.8,1.4,58.1,1.3,2.3,3.6,0.2,0.6,0.2,1.3,2.4,11.5,0,0,-1.1,2009
Joe Smith,ATL,34,64,42,22,9.2,3.0,1.2,3.0,39.9,0.0,0.1,14.3,0.6,0.8,81.3,1.0,1.4,2.5,0.3,0.3,0.1,0.3,1.5,7.3,1,0,-0.3,2009
Jon Brockman,SAC,23,52,15,37,12.6,2.8,1.1,2.0,53.4,0.0,0.0,0.0,0.7,1.2,59.7,2.0,2.1,4.1,0.4,0.4,0.3,0.1,2.2,9.1,1,0,-0.6,2009
Dan Gadzuric,MIL,32,32,16,16,9.8,2.8,1.2,2.8,43.8,0.0,0.0,0.0,0.3,0.8,40.0,1.2,1.7,2.9,0.4,0.5,0.3,0.4,2.0,8.4,0,0,1.1,2009
Joel Anthony,MIA,27,80,46,34,16.5,2.7,1.0,2.0,47.8,0.0,0.0,0.0,0.8,1.2,71.7,1.5,1.6,3.1,0.2,0.6,0.3,1.4,2.0,11.0,0,0,-0.1,2009
Jeff Ayres,POR,23,39,23,16,10.4,2.7,1.1,1.7,66.2,0.0,0.0,0.0,0.5,0.5,90.0,0.6,1.9,2.5,0.0,0.3,0.2,0.4,1.9,7.2,0,0,-1.5,2009
Kyrylo Fesenko,UTA,23,49,28,21,8.3,2.6,1.1,1.9,54.7,0.0,0.0,0.0,0.5,1.2,42.1,0.7,1.2,1.8,0.3,0.5,0.1,0.4,1.6,6.3,0,0,2.0,2009
Sean Williams,NJN,23,20,0,20,11.4,2.6,1.1,2.5,42.9,0.0,0.1,0.0,0.5,1.0,52.6,1.1,1.3,2.3,0.1,1.0,0.4,1.0,2.1,8.5,0,0,-1.3,2009
Steven Hunter,MEM,28,21,8,13,7.5,2.5,0.8,2.0,39.5,0.0,0.0,0.0,0.9,1.7,52.8,0.9,1.1,2.0,0.0,0.4,0.0,0.5,0.5,6.1,0,0,-1.5,2009
Paul Davis,WAS,25,2,1,1,4.0,2.5,1.0,2.0,50.0,0.0,0.0,0.0,0.5,1.0,50.0,0.0,0.0,0.0,1.5,0.0,0.0,0.5,0.0,6.3,0,0,0.5,2009
Tony Battie,NJN,34,15,3,12,8.9,2.4,0.9,2.7,35.0,0.1,0.3,25.0,0.5,0.7,70.0,0.3,1.3,1.5,0.2,0.2,0.3,0.1,1.3,5.5,0,0,-3.5,2009
Randolph Morris,ATL,24,28,22,6,4.4,2.2,0.8,1.5,56.1,0.0,0.0,0.0,0.6,1.0,59.3,0.4,1.0,1.4,0.1,0.4,0.2,0.1,1.2,4.4,0,0,-0.5,2009
Hilton Armstrong,HOU,25,33,11,22,10.2,2.2,0.8,2.4,35.4,0.0,0.0,0.0,0.5,1.0,46.9,0.8,1.6,2.5,0.6,0.7,0.5,0.4,1.8,7.8,0,0,-1.0,2009
DJ Mbenga,LAL,29,49,33,16,7.2,2.1,1.0,2.1,46.6,0.0,0.0,0.0,0.2,0.4,47.4,0.7,1.1,1.8,0.2,0.3,0.1,0.6,1.1,6.3,1,0,-0.7,2009
Jamaal Magloire,MIA,32,36,22,14,10.0,2.1,0.8,1.6,50.0,0.0,0.0,0.0,0.6,1.6,35.6,1.1,2.2,3.4,0.0,0.5,0.3,0.3,1.6,7.4,0,0,-0.3,2009
Patrick O'Bryant,TOR,24,11,4,7,4.6,1.7,0.7,1.4,53.3,0.0,0.1,0.0,0.3,0.5,50.0,0.2,0.8,1.0,0.1,0.5,0.2,0.4,1.1,4.2,0,0,-1.9,2009
Hamed Haddadi,MEM,25,36,18,18,6.7,1.7,0.7,1.7,38.7,0.0,0.1,0.0,0.4,0.5,73.7,0.7,1.4,2.1,0.3,0.6,0.0,0.4,1.6,5.3,0,0,-1.7,2009
Alexis Ajinca,CHA,22,6,1,5,4.9,1.7,0.8,1.7,50.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.5,0.7,0.0,0.3,0.2,0.2,0.8,3.1,0,0,0.7,2009
Brian Skinner,LAC,34,16,5,11,7.7,1.6,0.6,1.6,40.0,0.0,0.0,0.0,0.4,0.5,75.0,0.6,1.1,1.7,0.0,0.4,0.2,0.3,1.3,4.5,0,0,-2.6,2009
Kenny Thomas,SAC,32,26,12,14,12.0,1.6,0.7,1.3,48.6,0.0,0.0,0.0,0.3,0.5,58.3,1.3,2.0,3.3,0.6,0.7,0.4,0.4,1.6,8.1,0,0,-0.2,2009
Joey Dorsey,SAC,26,15,7,8,7.1,1.5,0.6,1.3,45.0,0.0,0.0,0.0,0.3,0.8,41.7,1.1,1.8,2.9,0.1,0.4,0.2,0.1,1.4,5.8,0,0,1.5,2009
Kosta Koufos,UTA,21,36,25,11,4.8,1.5,0.6,1.3,46.8,0.0,0.0,0.0,0.3,0.4,60.0,0.4,0.8,1.3,0.2,0.4,0.1,0.1,0.7,3.3,0,0,-1.7,2009
Fabricio Oberto,WAS,35,57,18,39,11.4,1.5,0.6,1.0,62.5,0.0,0.0,0.0,0.2,0.3,76.5,0.6,1.2,1.8,0.9,0.6,0.2,0.2,2.1,5.4,0,0,-0.8,2009
DeSagana Diop,CHA,28,27,14,13,9.7,1.2,0.6,1.1,51.7,0.0,0.0,0.0,0.1,0.3,22.2,0.9,1.5,2.4,0.2,0.4,0.2,0.5,1.1,6.0,0,0,0.3,2009
Byron Mullens,OKC,21,13,10,3,4.2,1.1,0.5,1.5,36.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0.8,0.1,0.3,0.2,0.0,1.0,2.3,0,0,-2.5,2009
Francisco Elson,PHI,34,12,4,8,5.5,1.0,0.4,1.3,33.3,0.0,0.0,0.0,0.2,0.4,40.0,0.5,0.7,1.2,0.2,0.1,0.1,0.0,0.6,2.8,0,0,-0.1,2009
Jarron Collins,PHX,31,34,24,10,7.7,1.0,0.4,0.9,38.7,0.0,0.0,0.0,0.3,0.7,40.0,0.6,1.2,1.8,0.2,0.3,0.1,0.1,1.2,3.6,0,0,-0.3,2009
Primoz Brezec,MIL,30,21,11,10,4.5,0.9,0.4,1.2,34.6,0.0,0.0,0.0,0.0,0.3,16.7,0.6,0.6,1.2,0.0,0.1,0.0,0.1,0.9,2.9,0,0,0.0,2009
Sean Marks,NOH,34,14,5,9,5.3,0.7,0.3,0.6,50.0,0.0,0.0,0.0,0.1,0.4,40.0,1.0,0.6,1.6,0.1,0.1,0.0,0.2,1.2,3.4,0,0,-0.6,2009
Jason Collins,ATL,31,24,17,7,4.8,0.7,0.3,1.0,34.8,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.4,0.6,0.2,0.2,0.1,0.1,0.9,2.0,0,0,-0.4,2009
Dwayne Jones,PHX,27,2,2,0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.2,0,0,-1.5,2009
Al Jefferson,MIN,24,50,17,33,36.7,23.1,9.7,19.5,49.7,0.0,0.1,0.0,3.7,5.0,73.8,3.4,7.5,11.0,1.6,1.8,0.8,1.7,2.8,44.1,30,0,-2.1,2008
Amar'e Stoudemire,PHX,26,53,30,23,36.8,21.4,7.6,14.1,53.9,0.1,0.1,42.9,6.1,7.3,83.5,2.2,5.9,8.1,2.0,2.8,0.9,1.1,3.1,37.2,16,0,2.2,2008
Zach Randolph,LAC,27,39,13,26,35.1,20.9,8.5,17.5,48.7,0.6,1.9,34.2,3.2,4.5,70.1,3.0,6.4,9.4,2.3,2.3,0.8,0.3,2.7,36.5,21,0,-2.9,2008
Dwight Howard,ORL,23,79,57,22,35.7,20.6,7.1,12.4,57.2,0.0,0.0,0.0,6.4,10.7,59.4,4.3,9.6,13.8,1.4,3.0,1.0,2.9,3.4,47.9,63,1,7.0,2008
Yao Ming,HOU,28,77,50,27,33.6,19.7,7.4,13.4,54.8,0.0,0.0,100,4.9,5.7,86.6,2.6,7.2,9.9,1.8,3.0,0.4,1.9,3.3,38.2,38,0,5.8,2008
Pau Gasol,LAL,28,81,64,17,37.0,18.9,7.3,12.9,56.7,0.0,0.0,50.0,4.2,5.4,78.1,3.2,6.4,9.6,3.5,1.9,0.6,1.0,2.1,38.7,37,1,7.0,2008
Shaquille O'Neal,PHX,37,75,44,31,30.0,17.8,6.8,11.2,60.9,0.0,0.0,0.0,4.1,6.9,59.5,2.5,5.9,8.4,1.7,2.2,0.7,1.4,3.4,34.5,30,0,1.8,2008
Mehmet Okur,UTA,30,72,44,28,33.5,17.0,6.0,12.3,48.5,1.3,2.8,44.6,3.8,4.6,81.7,1.7,6.0,7.7,1.7,1.8,0.8,0.7,3.0,31.4,23,0,2.3,2008
David Lee,NYK,26,81,32,49,34.9,16.0,6.4,11.7,54.9,0.0,0.0,0.0,3.1,4.1,75.5,3.2,8.6,11.7,2.1,1.9,1.0,0.3,3.2,35.2,65,0,-2.4,2008
Andrea Bargnani,TOR,23,78,30,48,31.5,15.4,5.5,12.3,45.0,1.5,3.7,40.9,2.8,3.4,83.1,0.9,4.4,5.3,1.2,1.7,0.4,1.2,3.1,26.9,6,0,-3.2,2008
Nene,DEN,26,77,51,26,32.6,14.6,5.6,9.2,60.4,0.0,0.1,20.0,3.5,4.8,72.3,2.4,5.4,7.8,1.4,1.9,1.2,1.3,3.6,31.7,20,0,3.9,2008
Andrew Bynum,LAL,21,50,40,10,28.9,14.3,5.6,10.0,56.0,0.0,0.0,0.0,3.0,4.3,70.7,2.7,5.2,8.0,1.4,1.7,0.4,1.8,3.1,30.7,16,0,4.7,2008
Troy Murphy,IND,29,73,31,42,34.0,14.3,5.0,10.5,47.5,2.2,4.9,45.0,2.1,2.5,82.6,2.0,9.8,11.8,2.4,1.6,0.8,0.5,3.1,34.2,49,0,-0.6,2008
Jermaine O'Neal,MIA,30,68,28,40,29.8,13.3,5.4,11.3,47.4,0.0,0.0,0.0,2.6,3.3,78.8,1.9,4.5,6.4,1.8,2.1,0.4,2.0,3.1,28.8,8,0,-1.7,2008
Boris Diaw,CHA,27,81,41,40,34.0,13.2,5.5,10.9,50.7,0.9,2.2,41.4,1.2,1.8,68.7,1.5,3.9,5.3,4.1,2.7,0.8,0.7,2.5,27.4,8,0,0.9,2008
Emeka Okafor,CHA,26,82,35,47,32.8,13.2,5.3,9.4,56.1,0.0,0.0,0.0,2.7,4.5,59.3,3.4,6.7,10.1,0.6,1.8,0.6,1.7,3.0,31.3,39,0,0.3,2008
Brook Lopez,NJN,21,82,34,48,30.5,13.0,5.5,10.3,53.1,0.0,0.0,0.0,2.1,2.6,79.3,2.7,5.4,8.1,1.0,1.8,0.5,1.8,3.1,29.7,18,0,-1.3,2008
Zydrunas Ilgauskas,CLE,34,65,55,10,27.2,12.9,5.3,11.1,47.2,0.2,0.6,38.5,2.1,2.7,79.9,2.4,5.1,7.5,1.0,1.4,0.4,1.3,2.8,27.2,14,0,7.5,2008
Luis Scola,HOU,29,82,53,29,30.3,12.7,5.2,9.7,53.1,0.0,0.0,0.0,2.4,3.1,76.0,2.4,6.3,8.8,1.5,1.5,0.8,0.1,3.2,26.9,28,0,2.6,2008
Rasheed Wallace,DET,34,66,32,34,32.2,12.0,4.6,10.9,41.9,1.7,4.8,35.4,1.2,1.5,77.2,0.8,6.6,7.4,1.4,0.9,0.9,1.3,3.0,28.9,15,0,1.3,2008
Chris Kaman,LAC,27,31,6,25,29.7,12.0,5.2,9.8,52.8,0.0,0.0,0.0,1.6,2.4,68.0,2.4,5.5,8.0,1.5,2.7,0.5,1.5,3.0,27.1,9,0,-5.3,2008
Marc Gasol,MEM,24,82,24,58,30.7,11.9,4.3,8.1,53.0,0.0,0.0,0.0,3.4,4.6,73.3,2.5,4.9,7.4,1.7,2.0,0.8,1.1,3.2,27.0,17,0,-4.1,2008
Brad Miller,CHI,33,70,25,45,30.0,11.9,4.2,8.8,47.6,0.3,0.8,41.1,3.2,3.9,82.4,2.1,5.6,7.8,3.3,1.9,0.7,0.5,3.2,28.1,16,0,-1.8,2008
Drew Gooden,SAS,27,51,26,25,24.8,11.9,4.6,9.9,46.8,0.0,0.1,0.0,2.6,3.1,84.0,2.2,4.9,7.1,0.9,1.5,0.6,0.4,2.8,23.1,12,0,-2.5,2008
Andris Biedrins,GSW,23,62,20,42,30.0,11.9,5.0,8.6,57.8,0.0,0.0,0.0,1.9,3.5,55.1,3.6,7.6,11.2,2.0,1.8,1.0,1.5,3.8,34.1,28,0,-3.0,2008
Andrew Bogut,MIL,24,36,19,17,31.2,11.7,5.1,8.8,57.7,0.0,0.0,0.0,1.6,2.7,57.1,3.3,7.0,10.3,2.0,2.4,0.6,1.0,3.6,29.6,16,0,2.5,2008
Al Horford,ATL,23,67,41,26,33.5,11.5,4.7,8.9,52.5,0.0,0.0,0.0,2.2,3.1,72.7,2.2,7.1,9.3,2.4,1.5,0.8,1.4,2.8,31.5,20,0,0.2,2008
Spencer Hawes,SAC,21,77,15,62,29.3,11.4,4.8,10.4,46.6,0.5,1.5,34.8,1.2,1.8,66.2,1.9,5.2,7.1,1.9,2.1,0.6,1.2,3.2,26.1,14,0,-6.9,2008
Kevin Love,MIN,20,81,24,57,25.3,11.1,3.9,8.5,45.9,0.0,0.2,10.5,3.3,4.1,78.9,3.4,5.7,9.1,1.0,1.5,0.4,0.6,2.5,25.2,29,0,-3.3,2008
Udonis Haslem,MIA,29,75,40,35,34.1,10.6,4.4,8.6,51.8,0.0,0.0,0.0,1.7,2.3,75.3,2.3,6.0,8.2,1.1,1.1,0.6,0.3,2.7,23.8,20,0,0.5,2008
Marcus Camby,LAC,35,62,16,46,31.1,10.3,4.1,8.0,51.2,0.0,0.1,25.0,2.1,2.9,72.5,2.6,8.5,11.1,2.0,1.5,0.8,2.1,2.1,34.1,25,0,-3.3,2008
Andray Blatche,WAS,22,71,17,54,24.0,10.0,4.2,8.9,47.1,0.1,0.3,23.8,1.6,2.3,70.4,1.8,3.5,5.3,1.7,1.6,0.7,1.0,3.0,22.6,7,0,-2.8,2008
Nenad Krstic,OKC,25,46,17,29,24.8,9.7,4.2,8.8,46.9,0.0,0.0,0.0,1.4,1.7,79.7,1.8,3.7,5.5,0.6,1.0,0.5,1.1,2.5,20.8,1,0,-2.9,2008
Brendan Haywood,WAS,29,6,2,4,29.2,9.7,4.0,8.3,48.0,0.0,0.0,0.0,1.7,3.5,47.6,2.2,5.2,7.3,1.3,1.5,0.7,2.5,2.3,28.5,2,0,-4.7,2008
Antonio McDyess,DET,34,62,28,34,30.1,9.6,4.3,8.5,51.0,0.0,0.0,0.0,1.0,1.4,69.8,3.0,6.8,9.8,1.3,0.8,0.7,0.8,3.1,27.0,16,0,-1.1,2008
Greg Oden,POR,21,61,40,21,21.5,8.9,3.2,5.8,56.4,0.0,0.0,0.0,2.4,3.7,63.7,2.8,4.2,7.0,0.5,1.4,0.4,1.1,3.9,21.2,16,0,2.8,2008
Tyson Chandler,NOH,26,45,30,15,32.1,8.8,3.6,6.3,56.5,0.0,0.0,0.0,1.7,3.0,57.9,3.6,5.1,8.7,0.5,1.6,0.3,1.2,3.2,23.2,15,0,4.3,2008
Anderson Varejao,CLE,26,81,65,16,28.5,8.6,3.3,6.2,53.6,0.0,0.0,0.0,1.9,3.1,61.6,2.0,5.1,7.2,1.0,1.0,0.9,0.8,3.0,22.9,9,0,5.4,2008
Kendrick Perkins,BOS,24,76,57,19,29.6,8.5,3.6,6.3,57.7,0.0,0.0,0.0,1.3,2.1,60.0,2.7,5.5,8.1,1.3,2.2,0.3,2.0,3.3,24.8,12,0,4.4,2008
Matt Bonner,SAS,29,81,54,27,23.8,8.2,3.3,6.6,49.6,1.5,3.3,44.0,0.2,0.3,73.9,1.2,3.6,4.8,1.0,0.5,0.6,0.3,2.3,17.7,1,0,4.2,2008
Nick Collison,OKC,28,71,18,53,25.8,8.2,3.4,6.0,56.8,0.0,0.0,0.0,1.4,1.9,72.1,2.5,4.3,6.9,0.9,1.0,0.7,0.7,3.4,21.1,11,0,-3.0,2008
Marreese Speights,PHI,21,79,41,38,16.0,7.7,3.2,6.4,50.2,0.0,0.1,25.0,1.3,1.7,77.3,1.6,2.2,3.7,0.4,0.6,0.3,0.7,2.3,15.3,1,0,-1.0,2008
Darius Songaila,WAS,31,77,18,59,19.8,7.4,3.2,5.9,53.2,0.0,0.0,0.0,1.0,1.2,88.9,1.0,2.0,2.9,1.2,1.0,0.8,0.3,2.6,15.0,0,0,-1.6,2008
